This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
200307,      432.34,      284.20,      259.93,    12848.58,    17612.38,    10660.17
200308,      452.99,      299.95,      270.27,    13411.81,    17768.23,    10513.35
200309,      477.10,      307.84,      275.74,    13940.81,    17832.23,    10527.04
200310,      471.71,      304.57,      271.14,    13786.44,    17812.17,    10394.08
200311,      512.85,      325.18,      291.31,    14698.65,    18701.01,    10948.79
200312,      533.23,      340.26,      300.13,    14739.44,    18802.67,    11082.14
200401,      547.50,      354.82,      312.62,    15141.39,    19816.46,    11895.37
200402,      561.67,      363.07,      314.46,    15322.97,    20091.25,    12003.79
200403,      579.11,      370.52,      322.93,    15760.93,    20457.57,    12179.64
200404,      590.92,      371.91,      324.46,    15567.43,    20089.25,    11744.77
200405,      577.23,      361.25,      315.73,    15261.74,    19936.58,    11609.65
200406,      582.71,      365.43,      316.69,    15514.56,    20134.20,    11549.94
200407,      582.54,      408.50,      333.32,    14607.87,    14629.73,    19372.41
200408,      559.81,      394.44,      323.10,    14029.62,    14040.32,    19333.46
200409,      557.24,      398.31,      332.38,    13842.51,    14136.11,    19827.30
200410,      576.04,      413.77,      341.92,    14163.31,    14185.80,    19918.92
200411,      583.93,      418.62,      347.06,    14430.12,    14240.30,    20146.88
200412,      639.71,      456.66,      370.19,    14817.61,    14849.98,    20820.92
200501,      660.39,      467.80,      375.90,    15244.59,    15268.64,    21466.23
200502,      638.62,      454.96,      367.59,    15031.64,    14923.52,    21046.58
200503,      649.45,      463.37,      371.92,    15202.03,    15354.16,    21837.76
200504,      633.56,      452.66,      364.54,    14812.81,    15322.00,    21446.53
200505,      598.51,      429.52,      351.25,    14337.21,    15036.72,    21340.77
200506,      634.90,      451.03,      369.78,    15020.02,    15342.20,    21534.46
200507,      690.78,      521.44,      357.16,    12525.19,    16666.09,    21693.65
200508,      738.92,      555.59,      374.29,    13268.66,    17318.39,    21974.23
200509,      728.02,      542.79,      366.00,    13135.57,    17133.41,    21744.79
200510,      736.45,      540.67,      362.44,    13356.56,    17267.63,    21715.75
200511,      716.38,      531.97,      354.06,    13092.55,    16848.01,    21600.06
200512,      748.72,      543.83,      362.83,    13754.80,    17413.11,    22205.22
200601,      748.01,      545.00,      358.97,    13841.15,    17336.79,    22289.86
200602,      802.20,      582.03,      374.04,    14272.01,    17999.16,    22565.48
200603,      793.87,      579.43,      373.02,    14114.35,    18103.11,    22902.91
200604,      833.90,      604.41,      377.17,    14094.46,    18539.02,    23196.64
200605,      842.26,      602.08,      376.42,    14137.55,    18962.83,    23554.48
200606,      799.20,      578.10,      364.74,    13522.30,    18755.27,    23175.12
200607,      700.53,      537.43,      439.45,    12032.10,    19782.39,    22989.67
200608,      669.57,      528.84,      440.18,    11844.26,    19768.29,    23817.72
200609,      686.21,      542.50,      449.42,    11883.57,    20173.64,    24227.41
200610,      694.51,      550.20,      453.59,    11977.63,    20738.18,    24667.63
200611,      727.75,      572.71,      475.91,    12424.66,    21610.74,    25359.97
200612,      752.65,      588.20,      488.12,    12699.31,    21999.53,    25562.97
200701,      756.59,      595.97,      491.34,    12836.17,    22333.00,    25849.13
200702,      777.45,      606.15,      494.67,    13199.91,    22690.44,    26077.67
200703,      770.90,      599.98,      486.75,    12987.65,    22109.32,    25724.09
200704,      772.77,      602.41,      493.86,    13135.22,    22260.54,    26250.17
200705,      785.11,      603.11,      498.14,    13628.94,    23406.14,    27442.97
200706,      823.84,      626.97,      503.70,    14191.71,    24367.06,    28063.16
200707,      949.84,      648.13,      504.90,    15187.32,    22336.51,    29269.51
200708,      897.27,      595.67,      466.83,    14555.63,    21777.11,    28208.02
200709,      906.58,      598.07,      485.07,    14641.83,    21824.49,    28981.54
200710,      915.98,      582.00,      480.89,    15300.12,    22792.17,    29690.36
200711,      933.13,      580.23,      482.36,    15696.62,    23519.99,    29551.63
200712,      869.09,      536.93,      454.97,    15057.37,    23053.17,    28146.87
200801,      868.28,      522.59,      448.37,    15121.52,    23123.79,    27359.05
200802,      802.65,      506.09,      443.73,    14059.71,    21800.95,    26482.59
200803,      790.02,      478.71,      415.50,    13846.13,    21366.41,    24868.50
200804,      791.94,      487.09,      425.67,    13314.44,    21453.36,    24956.85
200805,      845.70,      495.43,      428.06,    14169.93,    22488.69,    25395.51
200806,      900.28,      508.26,      425.73,    14675.40,    22856.48,    24929.79
200807,      668.17,      477.02,      321.84,    13691.62,    22360.27,    19343.71
200808,      703.98,      499.61,      349.21,    12960.34,    22143.30,    20219.68
200809,      722.72,      529.64,      377.32,    13027.28,    22744.24,    20689.62
200810,      645.71,      508.11,      376.55,    11232.44,    20975.72,    20232.79
200811,      517.78,      410.06,      320.09,     8958.17,    17534.93,    17400.42
200812,      477.32,      370.46,      278.26,     8116.69,    16973.42,    15603.65
200901,      492.26,      384.85,      281.46,     8267.20,    17269.85,    15759.60
200902,      435.94,      334.69,      231.36,     7909.20,    15936.16,    13144.32
200903,      381.09,      294.57,      198.62,     7169.70,    14228.14,    11192.41
200904,      422.12,      323.74,      220.33,     7777.69,    15237.53,    12392.15
200905,      480.60,      376.54,      253.73,     8655.29,    16201.79,    13579.19
200906,      494.47,      378.41,      254.75,     9185.27,    16921.27,    14480.51
200907,      440.59,      336.74,      250.82,     9933.10,    16786.48,    13184.81
200908,      471.75,      373.29,      280.34,    10721.33,    17811.12,    14319.38
200909,      489.33,      387.46,      300.43,    11022.09,    18275.85,    15125.67
200910,      521.58,      400.22,      315.54,    11552.38,    18501.01,    15570.69
200911,      487.26,      378.71,      295.56,    11080.80,    18421.07,    15066.78
200912,      498.79,      389.38,      300.26,    11616.87,    19490.28,    16008.30
201001,      537.99,      411.36,      327.31,    12185.94,    19610.06,    16056.78
201002,      521.01,      396.35,      332.05,    11652.09,    18808.86,    15794.35
201003,      549.79,      415.68,      345.32,    12154.86,    19491.33,    16046.12
201004,      598.74,      449.93,      372.23,    12914.67,    20461.25,    17144.69
201005,      628.59,      483.22,      401.38,    12921.27,    20777.35,    17506.93
201006,      584.13,      444.76,      363.30,    11675.15,    19141.64,    15972.18
201007,      501.43,      436.26,      359.16,    12442.63,    15808.93,    16833.00
201008,      537.79,      465.75,      380.94,    13385.97,    16937.74,    18029.29
201009,      496.46,      424.14,      355.65,    12306.22,    15971.34,    17930.18
201010,      561.67,      468.54,      389.09,    13541.55,    17375.90,    19135.62
201011,      574.32,      484.75,      398.53,    13980.80,    18040.91,    19644.48
201012,      605.58,      505.48,      404.54,    14056.28,    18207.86,    19230.05
201101,      670.92,      550.01,      424.18,    15329.18,    19439.26,    20290.52
201102,      668.25,      544.79,      418.01,    15800.16,    20117.05,    20261.62
201103,      715.02,      566.55,      426.04,    16265.80,    20779.42,    21033.86
201104,      740.54,      576.64,      440.59,    16281.19,    20631.64,    21437.47
201105,      751.13,      589.94,      452.38,    16480.43,    21499.82,    22128.73
201106,      731.53,      581.12,      450.80,    16291.24,    21087.89,    22139.54
201107,      717.55,      623.13,      511.22,    14963.29,    19406.77,    26189.40
201108,      697.66,      601.05,      495.97,    14559.86,    18789.21,    25499.00
201109,      635.62,      553.26,      471.54,    13224.03,    17618.33,    25123.02
201110,      560.05,      497.80,      434.50,    11540.75,    16399.53,    24085.05
201111,      649.09,      569.83,      487.44,    13392.04,    18306.15,    25814.46
201112,      641.52,      575.65,      489.35,    13143.65,    18487.24,    26218.21
201201,      648.11,      584.30,      495.77,    12763.63,    18634.13,    27143.71
201202,      693.41,      614.14,      513.31,    13775.94,    19725.95,    26971.50
201203,      705.57,      629.59,      515.34,    14519.53,    20631.63,    27618.03
201204,      726.94,      645.57,      524.27,    15019.24,    21114.23,    28418.50
201205,      715.08,      635.19,      514.31,    14602.93,    20941.07,    28562.36
201206,      668.46,      601.07,      493.82,    13152.28,    19572.22,    27583.03
201207,      650.77,      563.98,      483.59,    12359.36,    21110.30,    22967.05
201208,      642.54,      554.31,      482.03,    12235.06,    21305.12,    23552.32
201209,      671.38,      573.87,      489.38,    12660.80,    21738.38,    23408.67
201210,      700.80,      600.25,      505.87,    13111.32,    22254.03,    23970.25
201211,      708.54,      596.82,      501.34,    13147.26,    22036.40,    23587.96
201212,      722.75,      601.54,      498.93,    13399.70,    22055.87,    23374.77
201301,      745.27,      616.48,      509.33,    13834.71,    22274.04,    23267.57
201302,      785.74,      653.04,      543.89,    14700.36,    23544.09,    24617.50
201303,      796.90,      658.45,      545.71,    14676.75,    23987.99,    25026.67
201304,      838.74,      682.35,      566.45,    15213.57,    24903.69,    25976.94
201305,      827.18,      674.68,      572.15,    15459.47,    25228.18,    26674.74
201306,      869.85,      702.51,      585.88,    16189.65,    26041.31,    26147.56
201307,      818.46,      692.04,      591.51,    16224.26,    26039.16,    23083.77
201308,      873.24,      746.30,      633.56,    17163.54,    27400.22,    23942.77
201309,      858.28,      713.86,      602.99,    16762.06,    26512.69,    23070.89
201310,      919.29,      752.24,      633.55,    17532.42,    27053.33,    23644.47
201311,      955.61,      789.73,      656.68,    18292.74,    28306.97,    24697.25
201312,      999.54,      826.02,      678.90,    18950.47,    29264.97,    25119.23
201401,     1023.14,      842.53,      689.96,    19647.61,    29849.73,    25647.15
201402,      971.01,      796.34,      655.62,    18952.29,    28372.68,    24677.68
201403,     1007.32,      817.93,      672.68,    19845.55,    29496.70,    25487.85
201404,     1009.33,      830.35,      684.72,    19839.94,    30194.84,    25894.24
201405,      977.04,      802.04,      670.59,    19704.88,    30513.07,    26356.51
201406,      984.50,      803.98,      669.59,    20283.18,    30998.34,    26482.03
201407,      962.61,      819.98,      769.45,    17953.22,    23362.25,    41922.27
201408,      899.20,      774.06,      726.62,    17574.27,    23013.94,    41104.36
201409,      940.90,      808.67,      757.46,    18292.27,    23904.07,    42358.25
201410,      897.10,      768.99,      712.97,    17814.27,    23511.58,    41943.04
201411,      974.21,      831.37,      768.27,    18063.53,    24296.14,    42658.00
201412,      991.72,      824.95,      757.81,    18542.77,    25230.01,    43501.95
201501,     1010.70,      848.44,      782.03,    18709.66,    25298.68,    43007.36
201502,      961.69,      805.74,      752.59,    17726.72,    24610.16,    41395.96
201503,     1021.05,      856.71,      787.03,    18688.53,    26384.19,    42905.87
201504,     1044.53,      878.40,      794.65,    18523.51,    25956.65,    42042.93
201505,     1017.65,      862.89,      772.81,    18779.11,    25874.35,    43067.10
201506,     1031.34,      876.93,      774.83,    18934.39,    26401.14,    43162.14
