This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative
CF/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
198105,   4.33,   3.06,   2.74,   2.20,  -0.03,   0.12
198106,  -4.92,   1.16,   0.49,  -4.51,   1.33,   1.25
198107,  -2.59,  -2.30,  -1.96,   0.23,  -0.17,   0.89
198108,  -9.72,  -5.48,  -4.96,  -7.71,  -5.23,  -4.05
198109, -10.52,  -6.08,  -4.59,  -6.34,  -5.28,  -4.42
198110,  10.71,   6.52,   6.34,   8.01,   6.26,   3.41
198111,   1.00,   4.88,   5.06,   3.07,   5.40,   4.45
198112,  -2.11,  -1.30,  -0.75,  -2.83,  -3.03,  -2.67
198201,  -5.04,  -2.91,  -2.02,  -2.34,  -1.97,  -1.98
198202,  -6.96,  -2.98,  -1.36,  -6.70,  -4.96,  -2.90
198203,  -2.43,   0.08,   0.61,  -1.93,  -0.71,   0.61
198204,   6.20,   5.50,   4.89,   5.07,   5.25,   2.01
198205,  -3.37,  -1.78,  -1.60,  -4.17,  -2.93,  -1.39
198206,  -3.77,  -1.79,  -1.00,  -2.69,  -1.05,  -2.29
198207,  -2.20,  -0.28,  -1.17,  -1.60,  -1.38,  -3.67
198208,   8.04,   8.48,   8.63,  13.12,  10.86,  13.23
198209,   2.80,   4.39,   5.48,   1.40,   2.49,   0.72
198210,  15.33,  12.52,  12.60,  14.85,  11.30,   8.56
198211,  10.08,   7.96,   8.45,   8.41,   4.52,   1.24
198212,   1.20,   0.73,   2.27,  -0.47,   1.86,   1.95
198301,   9.54,   5.23,   5.03,   2.07,   3.14,   5.84
198302,   5.17,   5.18,   6.71,   3.55,   3.22,   1.77
198303,   3.10,   5.65,   6.70,   3.29,   3.43,   3.26
198304,   7.78,   7.71,   7.08,   5.63,   7.81,   7.79
198305,   8.11,   5.25,   5.05,   0.51,  -0.93,   0.55
198306,   5.76,   4.24,   2.89,   5.23,   3.44,   2.25
198307,  -5.65,  -0.56,   1.79,  -5.48,  -3.49,  -1.57
198308,  -4.85,  -2.09,  -0.59,  -1.90,   0.24,   4.50
198309,   1.00,   3.35,   2.82,   1.54,   3.18,   0.34
198310,  -8.59,  -4.10,  -2.87,  -4.57,  -0.90,  -0.79
198311,   5.51,   4.86,   3.45,   4.63,   1.76,   1.35
198312,  -2.78,  -0.37,  -0.27,  -2.48,   0.21,  -0.75
198401,  -4.25,  -0.60,   1.01,  -5.40,  -2.87,   4.61
198402,  -6.62,  -5.11,  -2.83,  -5.09,  -4.53,  -1.44
198403,   0.16,   1.53,   1.76,   1.54,   2.31,  -0.25
198404,  -1.19,   0.51,   0.78,  -0.22,   0.26,   2.21
198405,  -5.79,  -4.48,  -3.83,  -6.63,  -4.68,  -3.98
198406,   4.25,   3.43,   0.36,   5.13,   2.54,   2.26
198407,  -5.42,  -2.02,  -2.84,  -2.15,  -0.76,  -1.95
198408,  13.63,  10.21,  10.00,  12.07,  10.74,  11.38
198409,  -3.22,   1.90,   2.30,  -3.37,  -0.84,   2.84
198410,  -2.66,   0.44,   1.13,  -0.31,   1.37,  -0.03
198411,  -3.96,  -0.44,   0.86,  -2.31,  -1.23,   0.11
198412,   2.15,   2.32,   2.79,   2.77,   2.54,   2.52
198501,  14.23,  11.12,   8.74,  10.13,   9.09,   5.78
198502,   2.67,   2.95,   2.22,   0.30,   1.46,   2.87
198503,  -4.02,  -0.40,   1.25,  -1.35,  -0.69,   1.60
198504,  -2.14,   0.83,   1.13,  -1.53,  -0.91,   1.08
198505,   3.59,   5.01,   3.80,   6.10,   7.14,   5.24
198506,   0.67,   3.35,   3.63,   2.35,   0.85,   2.14
198507,   3.17,   2.27,   0.89,  -0.22,  -0.53,  -1.22
198508,  -1.80,  -0.42,   0.69,  -1.61,  -0.66,   0.75
198509,  -6.89,  -4.64,  -3.58,  -3.98,  -3.19,  -3.52
198510,   2.98,   4.07,   3.49,   4.36,   4.79,   5.42
198511,   8.35,   7.10,   6.04,   9.57,   7.56,   4.78
198512,   4.90,   3.93,   4.56,   5.02,   5.61,   3.60
198601,   2.21,   1.39,   2.85,   2.02,   0.19,   0.39
198602,   6.89,   8.07,   7.92,   9.19,   7.82,   6.85
198603,   3.74,   5.30,   5.74,   6.48,   5.65,   4.93
198604,   2.12,   1.50,   1.45,   0.16,  -0.41,  -2.72
198605,   3.42,   5.57,   3.49,   6.47,   4.97,   5.15
198606,  -0.16,   0.56,   2.31,   2.49,   1.04,   2.41
198607, -10.44,  -8.01,  -6.33,  -6.28,  -7.10,  -2.41
198608,   3.07,   3.42,   4.13,   5.71,   5.81,   9.54
198609,  -7.79,  -5.98,  -4.14,  -9.95,  -9.08,  -7.07
198610,   4.20,   2.86,   3.55,   6.73,   4.85,   5.20
198611,   0.16,   0.52,   0.23,   2.13,   1.95,   2.03
198612,  -2.62,  -2.23,  -2.29,  -1.64,  -3.41,  -2.90
198701,  13.09,  10.63,   9.37,  14.96,  12.44,  12.26
198702,   8.83,   6.83,   5.89,   7.92,   6.52,  -0.78
198703,   1.04,   2.04,   2.86,   1.22,   1.76,   3.21
198704,  -3.04,  -3.09,  -4.01,  -2.13,  -1.25,  -1.29
198705,   0.08,  -0.04,   0.17,   1.17,   0.82,   0.29
198706,   1.37,   3.96,   3.14,   4.92,   5.04,   4.99
198707,   2.43,   3.87,   3.10,   5.95,   4.52,   2.58
198708,   3.36,   3.93,   4.09,   4.78,   4.70,   3.45
198709,  -1.97,  -2.10,  -1.16,  -2.14,  -2.69,  -2.22
198710, -31.45, -27.60, -26.92, -22.38, -23.34, -16.93
198711,  -5.31,  -4.73,  -3.04,  -9.16,  -7.50,  -7.44
198712,   9.55,   7.87,   6.02,   8.96,   7.57,   5.26
198801,   1.91,   4.62,   4.64,   1.78,   3.83,   8.07
198802,   8.18,   8.24,   7.87,   5.30,   5.47,   2.79
198803,   3.83,   3.72,   3.17,  -2.98,  -3.05,  -2.43
198804,   2.50,   1.00,   2.22,  -0.65,   0.47,   2.29
198805,  -2.78,  -1.65,  -0.54,   0.44,   0.01,   2.04
198806,   7.60,   7.20,   6.89,   4.75,   6.04,   3.96
198807,  -2.53,  -0.45,   0.38,  -1.58,  -0.26,  -0.48
198808,  -3.37,  -1.93,  -1.68,  -2.78,  -2.51,  -2.92
198809,   2.50,   3.12,   3.02,   4.98,   3.93,   3.59
198810,  -1.46,  -0.37,   0.42,   1.02,   3.15,   2.78
198811,  -3.33,  -2.39,  -3.26,  -1.54,  -2.18,  -0.79
198812,   4.31,   3.43,   4.04,   2.27,   2.02,   1.33
198901,   3.72,   4.25,   5.72,   7.09,   6.46,   7.19
198902,   0.72,   1.13,   0.56,  -2.34,  -1.92,  -2.04
198903,   3.09,   2.50,   3.04,   2.25,   1.32,   2.64
198904,   5.38,   4.04,   4.75,   6.13,   4.43,   5.03
198905,   4.50,   3.65,   5.02,   4.85,   3.89,   3.61
198906,  -3.33,  -0.45,  -0.29,  -1.22,  -0.15,   0.03
198907,   4.32,   4.20,   4.16,  10.18,   8.15,   7.19
198908,   2.34,   3.01,   3.10,   0.91,   1.72,   3.65
198909,   0.95,   0.33,   0.35,   0.67,  -1.10,  -0.17
198910,  -5.08,  -5.41,  -5.89,  -1.39,  -2.72,  -3.33
198911,   0.57,   0.25,   1.50,   2.53,   2.06,   1.26
198912,   0.16,   0.39,  -0.63,   1.35,   1.12,   3.81
199001,  -8.72,  -8.51,  -8.32,  -7.05,  -6.03,  -7.60
199002,   3.03,   2.74,   2.77,   0.74,   1.61,   1.92
199003,   4.79,   3.36,   3.68,   3.07,   2.47,   1.37
199004,  -3.36,  -2.83,  -4.02,  -1.14,  -2.31,  -4.11
199005,   7.83,   6.30,   6.45,  11.71,   9.62,   6.86
199006,   1.30,   0.67,  -0.84,   1.96,  -0.55,  -2.59
199007,  -4.08,  -3.33,  -4.25,  -0.60,  -0.90,  -0.19
199008, -13.70, -12.45, -12.45,  -8.81,  -8.87,  -9.35
199009,  -9.45,  -7.98,  -9.07,  -6.49,  -3.55,  -5.19
199010,  -5.75,  -5.03,  -5.93,  -0.50,  -0.94,   0.48
199011,   8.80,   6.67,   6.19,   8.42,   5.89,   5.56
199012,   4.05,   4.19,   4.28,   3.23,   2.56,   3.20
199101,  10.01,   7.12,   8.64,   5.08,   4.54,   4.73
199102,  10.41,  10.73,  10.77,   8.05,   6.85,   6.21
199103,   7.15,   6.09,   4.84,   3.93,   2.38,   0.74
199104,  -0.48,   1.04,   2.18,  -0.71,   0.25,   1.31
199105,   3.54,   4.96,   3.96,   4.53,   3.30,   5.04
199106,  -4.54,  -3.43,  -3.98,  -4.74,  -4.10,  -4.34
199107,   4.20,   3.06,   3.43,   6.46,   3.41,   4.92
199108,   4.66,   2.69,   3.63,   3.21,   2.33,   2.78
199109,   0.69,   0.07,   0.03,  -2.34,  -0.39,  -1.77
199110,   2.57,   1.68,   0.97,   1.63,   0.99,   3.17
199111,  -4.31,  -3.52,  -4.76,  -1.55,  -4.19,  -5.99
199112,  10.03,   7.35,   7.20,  14.36,  10.16,   8.52
199201,   5.56,   6.95,  10.51,  -2.37,  -1.88,   1.33
199202,   1.38,   3.09,   4.85,   0.32,   1.10,   2.68
199203,  -5.21,  -1.70,  -1.56,  -2.69,  -2.21,  -0.33
199204,  -3.60,  -2.90,  -1.92,  -0.50,   4.03,   4.17
199205,   0.11,   1.16,   0.10,   0.95,   0.67,   0.06
199206,  -6.00,  -3.43,  -3.02,  -2.86,  -0.81,  -2.09
199207,   2.92,   4.49,   2.64,   3.36,   4.58,   5.50
199208,  -3.67,  -1.37,  -1.54,  -1.25,  -2.22,  -0.84
199209,   1.47,   1.97,   2.89,   0.28,   2.37,   1.45
199210,   5.39,   2.29,   2.39,   1.99,   0.84,  -0.67
199211,   9.55,   6.75,   6.61,   4.60,   3.65,   1.73
199212,   3.25,   3.45,   4.08,  -0.17,   1.63,   3.97
199301,   1.85,   3.70,   5.48,  -0.62,   0.40,   1.94
199302,  -6.10,  -0.89,   0.93,  -1.22,   0.86,   4.52
199303,   2.10,   3.05,   3.24,   1.82,   2.39,   2.84
199304,  -4.51,  -2.38,  -2.26,  -4.04,  -3.36,  -1.31
199305,   6.19,   3.63,   3.38,   4.41,   2.21,   1.82
199306,   0.83,   1.20,   0.18,  -1.05,   0.04,   2.86
199307,   0.20,   2.03,   0.92,  -1.90,  -0.43,   1.42
199308,   3.97,   4.22,   4.16,   3.71,   3.49,   3.91
199309,   3.35,   2.37,   2.06,   0.27,  -0.51,   0.17
199310,   2.32,   1.91,   2.44,   2.72,   0.85,  -0.07
199311,  -2.66,  -3.09,  -2.41,   0.13,  -1.14,  -4.13
199312,   3.48,   4.81,   3.10,   1.45,   2.45,   0.63
199401,   2.81,   1.82,   3.18,   1.98,   3.90,   2.61
199402,   0.08,   1.15,  -0.90,  -2.11,  -1.66,  -4.22
199403,  -5.76,  -4.52,  -5.21,  -4.72,  -4.23,  -3.67
199404,  -0.02,   1.18,   0.44,   0.92,   1.46,   1.04
199405,  -3.04,  -0.73,  -0.86,   1.70,   1.75,   0.10
199406,  -4.46,  -1.52,  -2.18,  -3.03,  -2.78,  -1.19
199407,   1.57,   1.65,   1.67,   3.53,   2.85,   3.52
199408,   8.12,   4.14,   3.73,   5.11,   4.13,   2.30
199409,   1.34,  -0.42,  -0.13,  -1.12,  -2.70,  -3.53
199410,   1.45,  -0.29,  -0.94,   2.58,   1.25,   3.02
199411,  -3.41,  -3.41,  -3.82,  -2.49,  -4.32,  -3.53
199412,   1.67,   2.56,   1.26,   1.43,   1.85,   0.21
199501,  -1.06,   0.03,   0.40,   2.30,   2.27,   3.68
199502,   3.94,   3.70,   3.97,   3.52,   4.28,   4.29
199503,   3.15,   1.54,   1.25,   3.17,   2.64,   2.03
199504,   1.39,   3.03,   2.57,   0.88,   2.97,   3.97
199505,   0.77,   1.71,   2.69,   3.12,   3.99,   5.13
199506,   7.56,   4.18,   3.05,   3.79,   2.29,   1.88
199507,   7.23,   4.65,   5.46,   4.36,   3.03,   4.51
199508,   1.63,   2.75,   3.08,   0.00,   0.72,   2.02
199509,   2.69,   1.21,   1.70,   4.16,   4.52,   3.55
199510,  -5.11,  -3.87,  -4.45,  -0.20,  -0.12,  -1.48
199511,   3.27,   3.67,   3.54,   5.12,   3.57,   5.09
199512,   1.99,   2.21,   1.43,  -0.23,   2.68,   2.20
199601,  -0.71,  -0.28,   0.34,   3.03,   2.79,   3.67
199602,   4.53,   2.53,   2.74,   1.88,   0.94,   2.05
199603,   2.64,   2.79,   3.72,   0.51,   1.71,   0.49
199604,   7.90,   5.13,   4.15,   2.27,   1.61,   0.86
199605,   5.60,   4.62,   4.84,   3.31,   1.92,   1.77
199606,  -5.04,  -2.89,  -1.33,  -0.61,   0.76,  -0.43
199607, -10.68,  -5.48,  -6.22,  -5.93,  -3.84,  -3.99
199608,   6.46,   4.46,   5.69,   3.30,   2.23,   2.60
199609,   4.88,   3.09,   3.07,   6.32,   5.48,   3.49
199610,  -3.38,   0.28,   1.25,  -0.23,   3.71,   3.97
199611,   2.51,   5.46,   3.49,   6.69,   7.97,   7.70
199612,   1.52,   2.27,   2.84,  -2.20,  -1.03,  -1.49
199701,   3.31,   3.16,   2.09,   6.12,   6.12,   4.61
199702,  -4.49,   0.24,  -0.38,   0.08,   0.72,   0.87
199703,  -6.37,  -2.59,  -2.18,  -5.73,  -3.40,  -3.77
199704,  -1.59,   1.65,  -0.56,   6.79,   4.81,   4.06
199705,  13.52,  10.20,   8.59,   7.60,   5.80,   5.28
199706,   4.78,   6.48,   5.51,   4.62,   3.76,   3.76
199707,   5.35,   5.37,   5.62,   9.03,   7.57,   5.28
199708,   3.37,   3.14,   3.49,  -6.12,  -4.15,  -1.88
199709,   7.63,   7.90,   7.82,   5.41,   4.82,   6.35
199710,  -4.97,  -2.53,  -3.20,  -3.15,  -4.29,  -1.34
199711,  -1.45,  -0.21,  -0.70,   3.85,   4.22,   5.56
199712,  -0.48,   2.50,   1.35,   1.10,   2.45,   3.73
199801,  -1.27,  -1.18,  -1.11,   3.02,  -1.65,   0.27
199802,   8.55,   6.89,   7.26,   8.09,   7.99,   4.53
199803,   4.72,   3.99,   5.12,   4.38,   4.71,   7.64
199804,   1.40,   1.06,   2.20,   1.88,   1.62,  -1.78
199805,  -6.27,  -3.67,  -4.00,  -2.85,  -1.97,   0.03
199806,   1.11,  -1.23,   0.42,   7.16,   1.39,   0.73
199807,  -7.45,  -6.84,  -7.98,  -1.49,  -0.87,  -3.43
199808, -21.60, -17.36, -17.36, -15.67, -14.80, -11.50
199809,   8.15,   3.27,   3.43,   6.53,   5.02,   7.72
199810,   3.51,   3.87,   3.81,   8.16,   8.65,   4.84
199811,   7.15,   5.80,   3.70,   6.52,   6.66,   3.59
199812,   5.22,   3.85,   3.15,   8.22,   3.92,   2.65
199901,   2.51,  -1.08,  -0.36,   4.62,   2.29,  -1.26
199902,  -8.89,  -7.31,  -8.22,  -3.50,  -4.09,  -1.78
199903,   0.01,  -2.61,  -1.45,   4.70,   0.94,   2.66
199904,   8.63,   9.18,  10.42,   0.64,   8.31,  10.33
199905,   2.06,   2.42,   3.49,  -2.57,  -0.50,  -0.78
199906,   7.26,   6.05,   4.84,   6.49,   4.87,   0.64
199907,  -1.89,  -0.15,  -0.39,  -3.06,  -2.91,  -3.27
199908,  -3.20,  -3.86,  -3.05,   0.64,  -4.01,  -3.41
199909,  -0.23,  -1.28,  -2.14,  -2.86,  -2.51,  -1.64
199910,   0.07,  -1.31,  -2.99,   8.12,   2.53,   6.69
199911,   9.33,   4.29,   3.84,   3.32,   0.45,  -2.26
199912,  12.61,   5.24,   4.92,   8.22,   1.56,   2.31
200001,  -0.99,  -1.08,  -5.08,  -5.61,  -2.56,  -5.98
200002,  19.45,   6.34,   4.45,   1.97,  -8.60,  -6.72
200003,  -7.59,   2.06,   2.78,   9.25,  12.42,  10.58
200004, -10.25,  -1.33,  -0.96,  -3.98,  -1.34,   2.10
200005,  -6.37,  -3.44,  -2.33,  -2.37,  -1.25,  -2.98
200006,  11.73,   8.69,   2.17,   5.04,  -4.23,  -5.78
200007,  -4.58,   2.95,   1.36,  -2.19,   2.65,   1.92
200008,   7.79,   5.53,   6.00,   7.04,   7.14,   6.69
200009,  -3.37,   0.29,  -1.46,  -6.29,   3.01,   2.01
200010,  -3.68,  -0.26,  -1.36,  -2.34,   4.52,   2.66
200011, -12.13,  -1.49,  -1.41,  -9.21,  -2.91,  -2.45
200012,   6.38,   8.64,   9.34,  -0.10,   6.31,   9.42
200101,  10.89,   3.72,   4.93,   3.62,   1.24,   0.42
200102,  -7.96,   0.09,   1.10, -10.66,  -1.98,   3.07
200103,  -4.40,  -0.68,  -1.55,  -7.78,  -1.54,  -1.17
200104,   8.37,   4.37,   5.90,   9.02,   4.17,   6.33
200105,   4.81,   4.42,   4.29,   0.31,   3.08,   1.00
200106,   5.86,   5.30,   2.78,  -1.86,  -2.15,  -1.42
200107,  -5.33,  -2.46,   0.13,  -1.76,  -0.92,   2.22
200108,  -5.33,  -1.10,  -0.19,  -7.35,  -3.45,  -5.94
200109, -13.87, -11.17, -15.02,  -8.42,  -8.09,  -7.69
200110,   7.48,   4.00,   5.80,   3.33,   1.36,  -3.27
200111,   7.78,   6.19,   7.84,   8.17,   6.84,   6.71
200112,   7.07,   6.21,   6.82,   0.62,   2.22,   2.92
200201,  -1.59,   0.87,   2.61,  -1.21,  -0.16,  -2.36
200202,  -5.66,   0.12,   1.33,  -2.13,  -0.90,  -2.35
200203,   9.15,   7.76,   9.63,   3.24,   5.24,   4.72
200204,  -0.39,   4.61,   5.04,  -6.22,  -3.98,  -6.42
200205,  -4.67,  -2.72,  -3.05,  -1.47,  -0.06,   0.49
200206,  -6.07,  -1.91,  -2.33,  -6.86,  -7.92,  -7.21
200207, -15.35, -11.31, -14.75,  -6.21,  -8.63,  -7.71
200208,   0.57,   0.54,   1.01,   0.58,   0.97,   0.50
200209,  -8.02,  -4.83,  -5.76,  -9.84, -10.96, -11.22
200210,   6.24,   1.95,   0.56,   8.93,   8.14,   6.31
200211,  10.01,   4.96,   4.77,   5.51,   4.49,   3.70
200212,  -6.48,  -2.47,  -1.45,  -7.15,  -3.69,   0.32
200301,  -1.32,  -2.48,  -3.04,  -2.64,  -2.32,  -5.13
200302,  -4.18,  -2.43,  -2.41,  -1.02,  -2.59,  -3.27
200303,   1.20,   1.04,   0.59,   1.77,   1.23,  -1.67
200304,   9.64,   8.40,   8.08,   8.64,   7.30,   6.87
200305,  10.94,   6.38,   9.45,   4.67,   5.49,  10.27
200306,   2.51,   2.06,   3.15,   1.37,   1.07,   1.35
200307,   7.25,   5.56,   4.41,   2.26,   2.82,  -2.31
200308,   5.35,   3.88,   4.10,   1.41,   2.67,   2.50
200309,  -2.37,  -0.99,  -1.57,  -1.17,  -1.31,   0.73
200310,   9.46,   7.34,   9.34,   5.64,   6.06,   6.62
200311,   3.71,   3.79,   3.62,   0.71,   1.43,   2.47
200312,   1.31,   2.16,   4.58,   4.54,   4.41,   4.94
200401,   4.13,   2.45,   2.28,   1.62,   1.55,   0.76
200402,  -0.23,   2.36,   2.52,   1.41,   2.07,   1.58
200403,   0.55,   1.27,   2.25,  -1.30,  -1.38,  -0.68
200404,  -4.53,  -2.16,  -2.39,  -0.81,  -2.13,  -1.61
200405,   1.99,   0.94,   0.05,   1.31,   1.87,  -1.81
200406,   4.21,   5.72,   5.31,   1.16,   1.68,   4.02
200407,  -8.11,  -4.16,  -3.92,  -5.72,  -2.71,   0.90
200408,  -1.81,   0.11,  -0.42,  -0.59,   1.25,   0.81
200409,   5.24,   4.42,   5.13,   1.22,   0.24,   3.58
200410,   3.41,   2.04,   0.92,   2.28,   0.65,   1.37
200411,   7.97,   8.09,   9.87,   3.19,   4.29,   6.15
200412,   3.39,   2.44,   3.23,   3.65,   4.19,   1.95
200501,  -4.67,  -2.69,  -1.31,  -3.47,  -1.64,  -0.84
200502,   1.74,   1.18,   3.82,   1.00,   0.83,   8.22
200503,  -2.34,  -1.56,  -2.29,  -1.46,  -1.43,  -1.76
200504,  -6.45,  -4.57,  -6.00,  -1.32,  -2.44,  -2.35
200505,   6.83,   5.79,   6.30,   4.51,   2.84,   2.62
200506,   2.79,   3.88,   5.39,  -1.23,   0.63,   3.06
200507,   6.63,   5.93,   6.39,   4.28,   3.18,   4.21
200508,  -1.76,  -1.81,  -1.74,  -1.37,  -1.13,   0.48
200509,   0.34,  -0.49,   2.23,  -0.07,   0.29,   4.03
200510,  -2.81,  -1.98,  -3.92,   0.08,  -0.96,  -5.62
200511,   5.37,   4.58,   3.66,   4.20,   4.15,   2.81
200512,  -0.69,  -0.22,  -0.32,  -0.46,   0.54,   0.04
200601,   7.58,   8.32,   9.29,   2.23,   1.13,   6.90
200602,  -0.76,   0.05,  -2.16,   0.10,   1.13,  -1.72
200603,   5.20,   4.82,   5.57,   1.84,   0.81,   1.76
200604,  -0.37,   1.43,   2.02,  -0.36,   2.20,   2.44
200605,  -5.68,  -4.97,  -4.19,  -2.77,  -2.44,  -3.01
200606,   0.00,  -0.19,   1.29,  -0.38,  -0.34,   2.04
200607,  -4.35,  -2.69,  -2.36,  -1.75,   0.46,   2.54
200608,   3.22,   2.42,   1.43,   4.11,   2.20,   0.08
200609,   1.08,   1.96,   1.01,   2.72,   3.10,   0.51
200610,   5.09,   5.17,   5.19,   3.30,   2.92,   4.55
200611,   2.74,   2.25,   4.01,   1.54,   1.37,   4.08
200612,   0.23,   0.98,   1.74,   0.73,   2.03,   0.71
200701,   1.87,   1.11,   2.64,   2.19,   1.77,   0.91
200702,  -0.04,  -0.18,  -0.62,  -2.30,  -1.65,  -1.05
200703,   1.30,   1.29,   1.58,   1.00,   0.55,   2.87
200704,   1.89,   1.72,   2.53,   4.58,   4.08,   4.50
200705,   4.37,   4.35,   4.00,   3.33,   2.95,   5.22
200706,  -0.57,  -1.16,  -1.31,  -1.38,  -2.14,  -1.27
200707,  -5.00,  -5.90,  -7.97,  -1.73,  -3.88,  -2.93
200708,   2.52,   1.95,  -1.90,   1.87,   2.46,  -0.50
200709,   2.40,  -0.26,   0.31,   4.55,   2.16,   5.19
200710,   2.40,   1.90,   1.58,   4.67,   0.38,   1.68
200711,  -6.88,  -5.99,  -8.02,  -4.65,  -3.13,  -5.08
200712,   0.10,  -1.64,  -0.08,  -1.15,  -2.08,   2.57
200801,  -7.24,  -5.37,  -4.36,  -8.76,  -3.28,  -6.78
200802,  -5.12,  -3.01,  -0.11,  -3.76,  -4.62,   0.46
200803,  -0.07,   0.83,   0.97,   0.10,  -0.85,  -1.24
200804,   3.50,   3.84,   4.06,   4.31,   3.00,   7.65
200805,   4.51,   3.98,   7.51,   3.23,  -0.60,   3.51
200806,  -9.18,  -9.25,  -2.60,  -8.90, -10.64,  -4.81
200807,   3.02,   4.00,   3.74,   0.40,  -0.19,  -5.90
200808,   4.11,   5.11,   4.88,   1.30,   1.40,   1.30
200809,  -8.87,  -4.84,  -7.98, -10.34,  -8.16,  -8.25
200810, -19.59, -17.10, -22.07, -15.52, -15.55, -19.17
200811, -10.77,  -9.65, -14.87,  -7.34,  -7.01,  -5.63
200812,   4.08,   3.69,   8.79,   1.53,   1.60,   1.40
200901, -10.19, -13.68, -12.04,  -5.49,  -9.18,  -9.74
200902,  -9.13, -12.38, -13.58,  -7.61, -10.67, -12.84
200903,   9.37,   9.02,  11.79,   8.92,   8.06,   9.36
200904,  15.65,  16.24,  20.42,   7.57,   9.80,  12.34
200905,   2.38,   1.24,   3.27,   5.93,   4.11,   5.89
200906,   4.74,   0.56,   0.34,   1.46,  -0.07,  -2.00
200907,   8.38,   9.32,  11.55,   6.73,   7.63,   8.31
200908,   0.39,   3.58,   4.96,   2.77,   3.32,   1.62
200909,   4.78,   5.19,   7.63,   3.74,   3.22,   6.16
200910,  -5.14,  -5.42,  -6.05,  -1.90,  -1.54,  -1.06
200911,   1.85,   2.87,   2.73,   5.57,   6.40,   4.75
200912,   8.02,   7.23,   7.77,   1.68,   1.97,   4.76
201001,  -3.68,  -3.00,  -2.80,  -2.57,  -3.92,  -5.11
201002,   3.88,   4.85,   5.55,   2.76,   3.49,   3.52
201003,   7.41,   7.33,   7.34,   5.82,   5.78,   6.19
201004,   4.83,   5.41,   7.70,  -0.26,   2.17,   3.30
201005,  -6.96,  -6.35,  -8.37,  -7.33,  -7.67,  -9.47
201006,  -5.76,  -7.25,  -9.65,  -4.10,  -5.49,  -6.92
201007,   5.92,   6.65,   7.61,   7.33,   6.26,   8.50
201008,  -6.77,  -7.96,  -7.19,  -5.44,  -4.09,  -2.61
201009,  13.22,  11.63,  10.63,  11.64,   7.98,   8.01
201010,   4.30,   5.01,   4.14,   4.35,   3.53,   3.47
201011,   3.55,   4.04,   3.52,   0.53,   0.36,  -0.65
201012,   8.32,   6.50,   6.64,   7.61,   5.29,   6.81
201101,  -0.42,  -0.79,   0.75,   2.37,   2.39,   1.38
201102,   4.63,   4.83,   4.77,   3.22,   3.32,   3.87
201103,   3.06,   2.59,   3.08,   0.41,  -0.23,   2.36
201104,   2.23,   2.86,   2.45,   2.54,   3.58,   2.77
201105,  -1.74,  -2.08,  -1.13,  -1.15,  -1.11,  -0.67
201106,  -1.80,  -0.97,  -0.44,  -2.28,  -1.27,  -0.84
201107,  -4.74,  -2.70,  -3.50,  -1.42,  -1.85,  -2.91
201108,  -9.82,  -7.62,  -7.83,  -5.90,  -4.75,  -6.46
201109, -10.95,  -9.74, -11.04,  -7.21,  -7.34,  -6.20
201110,  15.80,  14.94,  14.10,  11.69,  10.93,  10.69
201111,  -1.06,   0.09,  -0.48,  -1.72,   0.53,   0.15
201112,   0.28,   0.57,   1.13,  -1.53,   1.62,   1.35
201201,   7.01,   5.96,   5.72,   8.71,   4.14,   1.92
201202,   2.75,   2.10,   2.68,   6.23,   3.52,   4.58
201203,   2.86,   2.61,   1.94,   4.56,   3.21,   0.98
201204,  -0.94,  -1.69,  -2.20,  -0.89,  -0.68,  -0.34
201205,  -6.91,  -5.64,  -5.81,  -7.02,  -5.78,  -5.75
201206,   5.05,   3.28,   4.76,   2.89,   3.90,   4.49
201207,  -1.93,  -1.59,  -0.46,   0.35,   1.62,   0.64
201208,   4.29,   2.71,   3.20,   2.66,   2.18,   2.83
201209,   2.92,   3.17,   3.59,   3.03,   2.26,   2.95
201210,  -2.20,  -1.56,  -0.21,  -2.64,  -2.03,   0.24
201211,   0.12,   1.27,   1.38,   2.49,   0.57,  -1.78
201212,   3.15,   3.71,   3.40,   0.89,   0.18,   2.88
201301,   6.12,   5.70,   6.87,   6.13,   4.61,   6.45
201302,   1.68,   0.87,   0.55,   1.38,   1.52,   1.00
201303,   4.77,   5.01,   4.37,   4.18,   3.86,   3.72
201304,  -0.96,  -0.88,  -0.73,   1.32,   1.89,   1.72
201305,   4.79,   4.81,   5.48,   2.25,   2.02,   4.15
201306,   0.72,  -0.56,  -0.63,  -0.92,  -1.58,  -1.41
201307,   6.73,   7.44,   6.68,   5.80,   5.10,   5.36
201308,  -2.16,  -3.03,  -3.95,  -2.30,  -2.73,  -3.26
201309,   6.06,   6.08,   6.19,   4.90,   2.69,   3.02
