This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative
CF/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoCFP,ME1 CFP2,SMALL HiCFP,BIG LoCFP,ME2 CFP2,BIG HiCFP
200006,      227.40,      200.75,      141.92,    18377.37,     7202.16,     3594.34
200007,      210.08,      192.71,      139.62,    18693.01,     5762.76,     4139.09
200008,      200.77,      198.45,      142.03,    18389.94,     5914.70,     4225.53
200009,      217.54,      208.52,      150.05,    19793.60,     6358.38,     4496.87
200010,      209.30,      209.17,      148.71,    18674.22,     6559.88,     4571.96
200011,      201.62,      206.80,      146.96,    18230.65,     6833.62,     4649.75
200012,      176.04,      203.83,      144.90,    16535.16,     6551.01,     4507.67
200101,      188.49,      220.71,      158.03,    16386.58,     6800.53,     4935.26
200102,      209.95,      229.07,      165.65,    16967.03,     6918.83,     4916.84
200103,      193.74,      229.33,      165.88,    15216.52,     6778.28,     5086.14
200104,      184.97,      226.78,      163.40,    14111.02,     6666.65,     5024.54
200105,      200.65,      237.13,      174.71,    15376.81,     6943.00,     5335.08
200106,      210.25,      248.15,      183.42,    15548.92,     7161.70,     5377.12
200107,      297.45,      260.20,      180.75,    15989.39,     9675.10,     6977.80
200108,      282.17,      252.06,      181.35,    15773.44,     9620.47,     7169.10
200109,      267.78,      248.52,      181.09,    14599.28,     9252.66,     6722.56
200110,      229.70,      221.18,      154.42,    13360.40,     8413.38,     6266.18
200111,      248.07,      229.96,      164.46,    13845.45,     8555.75,     6055.67
200112,      267.33,      245.98,      176.55,    15001.77,     9156.18,     6488.25
200201,      287.96,      261.59,      189.45,    15139.01,     9381.02,     6730.28
200202,      285.09,      264.39,      194.34,    14996.21,     9355.34,     6559.37
200203,      269.65,      265.62,      196.44,    14661.90,     9259.51,     6433.12
200204,      294.88,      287.07,      215.76,    15127.85,     9731.40,     6731.31
200205,      292.72,      300.57,      227.83,    14166.83,     9333.19,     6308.74
200206,      279.38,      291.34,      221.35,    13945.27,     9331.60,     6324.07
200207,      311.68,      291.79,      226.03,    15624.74,     9236.38,     6527.58
200208,      263.63,      259.21,      193.31,    14672.90,     8427.58,     6041.93
200209,      265.82,      260.87,      195.08,    14743.26,     8488.27,     5989.31
200210,      244.59,      248.53,      183.24,    13310.82,     7544.82,     5298.66
200211,      259.70,      254.05,      185.06,    14462.50,     8143.90,     5624.75
200212,      285.80,      266.42,      194.53,    15266.46,     8490.93,     5820.22
200301,      268.86,      259.72,      191.06,    14190.40,     8175.16,     5819.73
200302,      265.30,      252.50,      185.30,    13836.76,     7970.35,     5511.23
200303,      254.67,      247.89,      181.33,    13708.46,     7749.35,     5318.60
200304,      258.71,      250.34,      183.04,    13805.48,     7831.94,     5223.41
200305,      283.77,      272.45,      197.70,    14986.27,     8391.19,     5569.62
200306,      315.58,      288.51,      216.64,    15707.82,     8829.44,     6130.12
200307,      312.52,      287.13,      223.42,    14835.06,     9506.37,     7490.89
200308,      335.57,      303.27,      231.05,    15268.90,     9780.34,     7299.39
200309,      353.23,      314.97,      240.93,    15502.65,    10048.71,     7467.92
200310,      343.58,      311.30,      239.01,    15309.94,     9898.93,     7501.50
200311,      377.47,      334.73,      261.69,    16221.22,    10506.88,     7979.37
200312,      390.43,      347.23,      272.64,    16315.01,    10635.83,     8162.01
200401,      396.38,      356.39,      286.23,    17039.25,    11106.77,     8543.19
200402,      413.08,      365.83,      294.61,    17375.89,    11261.09,     8590.36
200403,      413.29,      374.47,      303.62,    17599.36,    11513.64,     8709.36
200404,      417.45,      378.76,      312.60,    17277.59,    11340.21,     8628.79
200405,      400.07,      369.02,      305.36,    17126.23,    11108.29,     8472.33
200406,      407.61,      373.39,      305.24,    17370.33,    11294.71,     8288.42
200407,      397.40,      400.72,      385.46,    14846.19,    13914.22,    10809.56
200408,      365.69,      384.58,      370.47,    14023.55,    13550.44,    10880.65
200409,      360.12,      384.91,      369.43,    13917.80,    13749.49,    10941.02
200410,      377.63,      401.84,      389.28,    14101.25,    13669.78,    11340.12
200411,      390.81,      409.34,      393.80,    14416.03,    13736.83,    11469.27
200412,      421.53,      441.93,      433.93,    14735.52,    14313.64,    12149.97
200501,      436.69,      455.25,      447.98,    15281.90,    14879.51,    12363.06
200502,      417.23,      442.41,      445.56,    14745.12,    14623.55,    12236.28
200503,      424.13,      449.86,      465.37,    14869.48,    14770.15,    13206.39
200504,      414.25,      443.85,      453.78,    14672.67,    14565.12,    12995.55
200505,      385.59,      424.62,      426.54,    14471.22,    14190.83,    12721.21
200506,      412.43,      449.78,      452.04,    15099.35,    14597.00,    13134.19
200507,      426.60,      472.58,      448.92,    15201.62,    14343.38,    12257.73
200508,      455.57,      501.32,      477.39,    15921.09,    14845.10,    12657.01
200509,      448.33,      491.68,      469.70,    15686.27,    14672.55,    12682.27
200510,      451.78,      486.54,      479.74,    15531.60,    14757.83,    13182.98
200511,      438.72,      476.22,      461.07,    15532.95,    14633.89,    12460.18
200512,      460.36,      493.71,      477.18,    16205.99,    15241.21,    12769.80
200601,      460.14,      492.25,      476.27,    16188.80,    15262.68,    12808.29
200602,      494.49,      532.53,      519.48,    16606.42,    15489.58,    13670.29
200603,      491.23,      531.45,      510.56,    16681.30,    15743.91,    13398.86
200604,      517.57,      557.50,      537.61,    16972.67,    15891.11,    13558.86
200605,      515.04,      565.91,      552.53,    16890.72,    16219.79,    13906.67
200606,      484.34,      537.58,      529.28,    16479.91,    15896.92,    13464.05
200607,      494.56,      544.28,      512.24,    14104.20,    18102.23,    14412.33
200608,      473.75,      530.76,      501.58,    13850.67,    18205.43,    14807.21
200609,      488.98,      541.39,      511.77,    14407.15,    18547.80,    14780.21
200610,      491.47,      552.12,      516.02,    14780.89,    19136.62,    14913.37
200611,      516.16,      580.02,      543.85,    15291.68,    19835.34,    15609.38
200612,      527.52,      593.28,      565.44,    15551.42,    20060.32,    16222.61
200701,      527.80,      597.13,      567.72,    15685.83,    20436.38,    15984.25
200702,      535.23,      603.85,      579.65,    16094.34,    20772.29,    16114.43
200703,      537.25,      601.99,      577.42,    15755.19,    20349.94,    15833.60
200704,      543.46,      607.60,      589.55,    15929.15,    20529.00,    16273.83
200705,      552.44,      614.29,      604.04,    16649.57,    21417.41,    17078.29
200706,      577.63,      637.57,      619.88,    17201.20,    22048.53,    17918.14
200707,      581.60,      644.09,      626.65,    16004.03,    21833.89,    18017.49
200708,      552.73,      602.90,      569.50,    15745.05,    21098.19,    17511.59
200709,      565.71,      613.64,      559.74,    16008.42,    21605.92,    17442.63
200710,      576.84,      609.28,      561.36,    16900.43,    22159.58,    18337.99
200711,      585.06,      616.85,      571.60,    17861.83,    22275.25,    18760.86
200712,      541.32,      578.03,      528.11,    17061.06,    21670.21,    17831.04
200801,      540.67,      565.59,      527.79,    16847.29,    21166.46,    18265.36
200802,      499.68,      527.00,      505.58,    15356.23,    20452.44,    16998.94
200803,      476.13,      509.83,      505.50,    14829.48,    19448.22,    17035.40
200804,      476.95,      511.58,      506.55,    14853.47,    19240.37,    16850.10
200805,      491.71,      529.10,      527.77,    15505.07,    19803.68,    18112.67
200806,      513.76,      551.53,      562.91,    15990.02,    19652.83,    18789.14
200807,      426.63,      436.43,      440.52,    15228.31,    17252.57,    13227.79
200808,      439.64,      453.84,      454.55,    15299.18,    17202.55,    12477.39
200809,      458.27,      477.56,      476.97,    15512.48,    17494.87,    12784.94
200810,      416.85,      451.86,      434.80,    13889.10,    16068.19,    11712.32
200811,      336.14,      369.85,      340.74,    11759.29,    13440.91,     9436.72
200812,      296.90,      334.55,      289.59,    10867.91,    12457.95,     8931.33
200901,      309.51,      346.84,      315.61,    11048.16,    12617.84,     9080.51
200902,      278.32,      299.09,      278.29,    10429.56,    11444.19,     8201.07
200903,      253.10,      262.89,      241.32,     9312.60,    10174.91,     7118.64
200904,      277.71,      286.93,      270.80,    10126.55,    10961.57,     7708.34
200905,      321.76,      334.02,      326.46,    10878.28,    12019.38,     8643.64
200906,      330.08,      337.82,      337.29,    11501.99,    12475.77,     9124.59
200907,      350.05,      375.36,      294.99,    13088.76,    13203.30,     7666.70
200908,      378.97,      408.37,      329.49,    13953.67,    14198.53,     8283.38
200909,      379.53,      424.11,      346.85,    14322.35,    14623.58,     8395.51
200910,      395.58,      446.55,      371.54,    14880.95,    14958.64,     8901.46
200911,      375.80,      421.18,      350.76,    14466.06,    14753.97,     8717.96
200912,      381.40,      435.20,      360.32,    15294.87,    15651.15,     9096.14
201001,      410.03,      466.83,      388.66,    15529.99,    16024.64,     9528.41
201002,      395.38,      452.60,      379.01,    15118.23,    15354.71,     9046.81
201003,      409.58,      473.87,      400.49,    15546.01,    15928.14,     9385.30
201004,      440.18,      509.33,      430.25,    16423.97,    16825.49,    10010.08
201005,      458.30,      533.65,      463.62,    16367.13,    17176.60,    10319.33
201006,      426.93,      499.05,      424.52,    15190.56,    15846.65,     9214.66
201007,      429.44,      448.78,      394.17,    10845.77,    16542.54,    10972.45
201008,      452.44,      478.07,      423.74,    11642.08,    17562.89,    11865.76
201009,      418.84,      439.81,      393.23,    10991.20,    16837.58,    11520.52
201010,      473.46,      490.74,      434.88,    12259.06,    18295.64,    12420.02
201011,      491.23,      514.27,      456.22,    12784.10,    18927.89,    12938.62
201012,      507.77,      536.00,      470.98,    12827.56,    18949.70,    12814.34
201101,      549.93,      566.71,      501.68,    13790.54,    20023.24,    13654.32
201102,      547.00,      563.59,      505.84,    14109.84,    20486.39,    13870.96
201103,      571.18,      591.37,      532.86,    14614.27,    21230.92,    14364.31
201104,      590.58,      610.36,      553.80,    14639.00,    21150.67,    14695.62
201105,      601.44,      628.62,      563.54,    15085.97,    21889.48,    15065.31
201106,      592.48,      616.47,      549.72,    14985.92,    21872.41,    14916.88
201107,      601.99,      584.24,      478.55,    11199.27,    20304.53,    18593.52
201108,      573.56,      566.91,      461.60,    11036.38,    19932.93,    18015.27
201109,      515.03,      522.82,      423.44,    10390.10,    19024.97,    16838.31
201110,      457.19,      471.09,      375.53,     9628.97,    17676.91,    15776.82
201111,      530.40,      541.15,      429.24,    10771.06,    19631.03,    17507.97
201112,      525.08,      542.28,      426.51,    10617.23,    19781.18,    17463.95
201201,      525.75,      545.02,      432.34,    10438.74,    20062.17,    17760.08
201202,      562.32,      578.01,      458.06,    11343.40,    20923.28,    18163.69
201203,      577.75,      591.02,      473.13,    12040.04,    21663.84,    19003.60
201204,      591.52,      605.74,      483.99,    12509.28,    22375.26,    19170.35
201205,      584.20,      594.28,      471.02,    12394.00,    22254.59,    19048.23
