This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and OP.

The portfolios are constructed at the end of June.  OP is operating profits (sales - cost
of goods sold - selling, general and administrative expenses - interest expense) divided by book
at the last fiscal year end of the prior calendar year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199208,       61.99,      124.80,      122.23,     2364.90,     3612.97,     4887.11
199209,       58.86,      121.77,      120.52,     2242.60,     3528.88,     4819.12
199210,       59.26,      124.27,      123.87,     2264.77,     3563.12,     4889.88
199211,       61.11,      128.14,      129.11,     2283.73,     3542.00,     4975.04
199212,       66.73,      137.57,      139.44,     2409.61,     3604.36,     5187.11
199301,       68.73,      142.97,      143.87,     2493.17,     3629.82,     5269.84
199302,       70.74,      148.13,      148.97,     2589.21,     3656.60,     5260.30
199303,       68.40,      145.82,      145.53,     2615.32,     3751.60,     5229.63
199304,       69.61,      150.11,      150.91,     2724.38,     3840.99,     5311.93
199305,       68.26,      145.14,      145.48,     2748.41,     3786.54,     5056.34
199306,       72.56,      150.96,      152.00,     2821.63,     3851.29,     5215.91
199307,       76.35,      144.42,      152.08,     3061.87,     3941.65,     4942.72
199308,       76.88,      145.99,      152.86,     3136.79,     3971.48,     4825.74
199309,       80.52,      151.64,      159.31,     3292.62,     4089.76,     4984.10
199310,       83.06,      154.69,      164.90,     3257.67,     4103.37,     4976.68
199311,       86.62,      157.05,      170.72,     3281.09,     4143.74,     5056.61
199312,       83.56,      153.82,      165.22,     3187.92,     4052.32,     5025.68
199401,       85.03,      160.13,      171.24,     3233.65,     4156.42,     5058.30
199402,       88.69,      164.32,      175.02,     3388.61,     4279.37,     5172.01
199403,       87.23,      165.28,      176.06,     3226.37,     4147.12,     5064.24
199404,       81.94,      156.65,      166.94,     3070.11,     3975.68,     4834.93
199405,       81.73,      158.20,      167.11,     3088.01,     4020.94,     4893.16
199406,       80.96,      154.48,      164.44,     3089.11,     4029.54,     4990.01
199407,       74.38,      140.99,      127.52,     2817.34,     3253.82,     5000.74
199408,       75.77,      143.23,      130.03,     2966.42,     3373.31,     5132.75
199409,       79.80,      151.09,      137.67,     3093.34,     3484.68,     5372.77
199410,       79.86,      150.47,      138.45,     3021.24,     3379.21,     5280.80
199411,       79.06,      150.96,      138.44,     3091.59,     3433.07,     5379.79
199412,       75.94,      146.32,      133.42,     2968.36,     3287.63,     5211.69
199501,       76.09,      148.91,      133.86,     3035.85,     3349.70,     5234.57
199502,       76.29,      147.26,      133.69,     3102.14,     3395.22,     5413.79
199503,       78.97,      153.73,      138.66,     3197.64,     3547.54,     5635.22
199504,       81.40,      156.04,      141.41,     3287.67,     3637.61,     5788.38
199505,       83.99,      159.86,      143.59,     3421.03,     3711.37,     5985.03
199506,       85.86,      161.50,      146.31,     3502.36,     3840.26,     6212.54
199507,       86.02,      156.73,      149.47,     2928.98,     3908.68,     5960.44
199508,       91.06,      166.62,      160.38,     3054.90,     4061.05,     6185.78
199509,       94.63,      169.90,      164.26,     3127.82,     4041.77,     6265.15
199510,       97.14,      171.57,      167.78,     3206.18,     4141.62,     6585.42
199511,       90.93,      164.17,      161.36,     3161.40,     4055.47,     6616.75
199512,       94.28,      169.75,      168.25,     3300.30,     4251.57,     6885.39
199601,       97.77,      171.56,      169.82,     3329.41,     4358.33,     6965.24
199602,       99.22,      171.17,      168.00,     3396.60,     4463.77,     7195.16
199603,      102.68,      175.27,      175.64,     3456.55,     4568.43,     7285.65
199604,      104.28,      181.09,      182.53,     3464.25,     4638.40,     7300.61
199605,      112.58,      189.80,      194.18,     3502.50,     4697.28,     7476.52
199606,      120.15,      198.65,      202.85,     3516.61,     4757.27,     7711.10
199607,      115.05,      190.56,      194.72,     3431.73,     4079.57,     8300.25
199608,      102.49,      176.85,      178.41,     3177.28,     3858.61,     7966.55
199609,      108.26,      187.02,      189.25,     3292.90,     3982.29,     8125.72
199610,      112.01,      194.07,      196.07,     3423.06,     4160.47,     8654.55
199611,      107.98,      193.03,      194.30,     3479.69,     4248.09,     8807.82
199612,      110.21,      201.19,      199.08,     3736.00,     4432.90,     9579.23
199701,      111.13,      205.41,      204.59,     3675.84,     4363.54,     9408.88
199702,      116.54,      209.52,      211.57,     3842.03,     4524.80,    10093.75
199703,      113.23,      206.02,      205.47,     3835.37,     4529.75,    10140.44
199704,      105.59,      197.63,      196.59,     3651.74,     4410.93,     9577.52
199705,      102.81,      197.84,      194.07,     3775.19,     4538.88,    10307.03
199706,      114.69,      218.79,      217.66,     4116.99,     4786.42,    10930.90
199707,      117.90,      215.90,      210.50,     3918.45,     5132.76,    10628.64
199708,      123.80,      226.77,      220.13,     4267.45,     5599.55,    11388.95
199709,      128.23,      234.00,      228.98,     4136.71,     5423.16,    10760.96
199710,      139.95,      251.47,      246.22,     4422.67,     5745.59,    11353.12
199711,      133.01,      242.92,      233.97,     4234.99,     5554.19,    10996.93
199712,      129.51,      241.92,      231.61,     4253.36,     5710.05,    11626.21
199801,      127.01,      245.88,      234.63,     4338.63,     5904.52,    11775.46
199802,      125.85,      242.40,      235.01,     4408.48,     5807.18,    12028.03
199803,      135.95,      260.16,      251.49,     4837.93,     6250.84,    12878.86
199804,      141.84,      272.21,      261.99,     5154.95,     6496.12,    13587.54
199805,      145.01,      276.69,      263.88,     5337.82,     6652.64,    13622.17
199806,      136.93,      264.29,      248.88,     5088.25,     6535.00,    13518.53
199807,      135.47,      248.43,      250.91,     4444.27,     6658.96,    14424.15
199808,      124.67,      232.10,      232.53,     4276.52,     6563.12,    14318.18
199809,       96.59,      189.80,      186.17,     3525.83,     5521.78,    12273.84
199810,      104.27,      198.16,      194.84,     3844.18,     5829.55,    12997.92
199811,      108.84,      206.19,      202.90,     4129.14,     6204.67,    13996.77
199812,      119.34,      217.49,      214.39,     4374.05,     6561.56,    14928.76
199901,      125.82,      225.05,      227.52,     4774.79,     6786.10,    15955.08
199902,      134.84,      223.32,      230.37,     4987.51,     6923.13,    16616.83
199903,      123.79,      206.99,      212.21,     4899.37,     6728.29,    16043.00
199904,      126.39,      205.34,      209.98,     5430.95,     6997.47,    16490.48
199905,      140.50,      223.02,      229.12,     5762.06,     7353.92,    17041.02
199906,      141.83,      227.79,      235.19,     5661.74,     7124.18,    16748.81
199907,      126.11,      223.37,      226.91,     5698.95,     8705.92,    16612.73
199908,      125.02,      220.77,      226.65,     5539.33,     8477.69,    16230.28
199909,      122.64,      212.51,      217.26,     5471.65,     8275.17,    16306.74
199910,      121.53,      211.01,      214.43,     5380.19,     8143.65,    15673.77
199911,      121.67,      205.33,      211.09,     5866.45,     8743.09,    16791.77
199912,      135.45,      216.53,      221.19,     6150.02,     8774.63,    17231.46
200001,      160.27,      230.35,      240.64,     6884.82,     9433.28,    18191.97
200002,      167.72,      223.70,      225.48,     6625.61,     9096.54,    17216.08
200003,      221.87,      244.81,      229.72,     7093.58,     9149.23,    16943.13
200004,      191.42,      240.10,      237.44,     7290.15,     9950.42,    18753.76
200005,      161.65,      230.62,      230.95,     6675.21,     9832.58,    17996.75
200006,      147.68,      217.27,      221.49,     6165.78,     9637.65,    17483.65
200007,      142.91,      204.99,      219.92,     6181.37,    11519.25,    17605.34
200008,      134.41,      205.89,      227.16,     5852.35,    11613.92,    17307.65
200009,      144.78,      218.26,      241.71,     6554.17,    12621.13,    18410.39
200010,      137.43,      215.99,      237.05,     6098.03,    12216.50,    17697.54
200011,      126.33,      213.99,      234.11,     5527.58,    11912.32,    18182.91
200012,      106.86,      204.32,      225.44,     4358.71,    10974.26,    17081.73
200101,      111.11,      220.31,      248.05,     4490.15,    11111.32,    17022.85
200102,      125.74,      230.97,      264.95,     4772.04,    11374.21,    17502.32
200103,      113.21,      228.79,      259.97,     4051.99,    10017.46,    16746.06
200104,      108.28,      223.81,      252.03,     3655.20,     9474.10,    15710.33
200105,      117.68,      237.45,      272.49,     4064.53,    10317.44,    16731.90
200106,      126.22,      247.37,      284.41,     4066.32,    10417.53,    17023.53
200107,      162.66,      263.95,      307.93,     6542.47,     9546.85,    18773.28
200108,      149.89,      257.78,      306.60,     6167.45,     9283.51,    19033.34
200109,      140.78,      255.32,      298.77,     5612.96,     8636.22,    18040.63
200110,      117.04,      225.75,      254.58,     4828.97,     7716.96,    16994.39
200111,      129.55,      235.21,      274.09,     5079.67,     7939.11,    17278.94
200112,      143.30,      250.39,      294.15,     5641.85,     8670.16,    18431.89
200201,      155.33,      266.59,      316.20,     5713.11,     8818.10,    18779.61
200202,      151.90,      269.77,      322.71,     5511.46,     8706.16,    18716.91
200203,      140.40,      272.34,      323.16,     5118.47,     8531.71,    18637.55
200204,      155.14,      294.80,      354.62,     5416.10,     8954.63,    19185.08
200205,      151.04,      308.91,      367.43,     4986.28,     8581.56,    17978.94
200206,      142.59,      299.01,      358.07,     4900.96,     8475.00,    17853.04
200207,      163.25,      291.30,      342.89,     7030.91,     8895.78,    15867.47
200208,      137.79,      251.85,      299.50,     6349.93,     8053.45,    15028.34
200209,      135.83,      255.26,      305.02,     6414.07,     8112.86,    15070.95
200210,      123.04,      240.80,      288.69,     5727.15,     7199.32,    13522.11
200211,      132.65,      247.39,      294.59,     6157.73,     7890.56,    14547.40
200212,      155.08,      262.69,      309.40,     6838.58,     8429.74,    14999.20
200301,      141.12,      255.04,      300.92,     6233.14,     7800.09,    14422.82
200302,      139.54,      248.13,      297.10,     6188.08,     7477.47,    14031.76
200303,      136.17,      241.20,      290.68,     5995.09,     7418.47,    13730.77
200304,      138.60,      242.62,      300.00,     6001.20,     7300.79,    14006.49
200305,      157.37,      263.90,      324.21,     6674.72,     7970.16,    14912.04
200306,      184.57,      284.84,      349.71,     7293.38,     8483.39,    15515.39
200307,      192.32,      291.10,      309.30,     8717.80,     9007.65,    14540.08
200308,      210.16,      307.51,      326.47,     9220.87,     9303.40,    14510.92
200309,      225.48,      320.31,      338.47,     9502.47,     9576.81,    14675.26
200310,      224.77,      313.67,      335.54,     9197.21,     9504.88,    14554.92
200311,      248.28,      339.13,      365.33,     9829.74,    10172.05,    15270.78
200312,      257.94,      352.29,      382.49,     9994.76,    10246.54,    15415.68
200401,      263.54,      363.31,      393.63,    10520.01,    10754.86,    16028.77
200402,      283.63,      371.98,      403.92,    10892.78,    10866.92,    16312.98
200403,      281.88,      379.74,      414.08,    10926.72,    11056.61,    16656.44
200404,      281.41,      385.64,      424.18,    10729.74,    10803.08,    16381.33
200405,      266.10,      373.91,      412.61,    10424.12,    10552.65,    16324.48
200406,      270.71,      378.00,      415.34,    10645.57,    10725.95,    16388.08
200407,      272.27,      413.30,      472.63,     9246.28,    11930.90,    16898.62
200408,      244.46,      394.40,      458.09,     8686.35,    11544.90,    16457.63
200409,      241.37,      393.01,      453.61,     8554.10,    11588.14,    16584.51
200410,      252.94,      409.27,      480.34,     8715.66,    11707.68,    16700.16
200411,      257.77,      418.42,      490.51,     8915.56,    11845.13,    16910.95
200412,      280.42,      454.21,      534.23,     9462.70,    12214.78,    17502.31
200501,      294.58,      469.00,      548.55,     9868.27,    12570.91,    18102.54
200502,      279.60,      456.03,      537.22,     9352.90,    12318.61,    17752.02
200503,      285.10,      464.61,      550.91,     9446.81,    12521.24,    18265.71
200504,      273.28,      457.00,      537.41,     9369.65,    12330.88,    17956.12
200505,      254.18,      434.08,      505.00,     9117.84,    12150.65,    17585.44
200506,      271.14,      464.60,      536.08,     9668.79,    12536.59,    18134.25
200507,      283.33,      480.62,      572.54,    11412.47,    12727.68,    16998.46
200508,      307.29,      508.00,      607.22,    11918.01,    13246.31,    17679.32
200509,      306.37,      497.28,      589.65,    12045.17,    13047.03,    17420.32
200510,      310.91,      495.74,      595.93,    12055.36,    13180.30,    17479.39
200511,      300.89,      483.39,      576.80,    11954.59,    13009.18,    17152.18
200512,      314.64,      501.71,      607.56,    12613.70,    13582.46,    17609.23
200601,      316.45,      498.84,      610.38,    12636.65,    13639.91,    17613.21
200602,      348.33,      537.84,      661.42,    13181.54,    13940.25,    18145.94
200603,      349.32,      535.74,      654.15,    13209.36,    14087.39,    18155.49
200604,      366.83,      562.12,      684.03,    13471.98,    14330.65,    18277.15
200605,      366.00,      565.69,      695.06,    13471.65,    14565.24,    18452.92
200606,      340.32,      540.94,      660.14,    13266.63,    14076.44,    18102.63
200607,      325.17,      541.21,      689.32,    11993.01,    14036.52,    18682.29
200608,      310.36,      524.81,      667.98,    11765.99,    14073.15,    18864.58
200609,      323.04,      536.98,      679.37,    12119.62,    14364.73,    19244.74
200610,      322.30,      546.80,      686.21,    12367.97,    14758.07,    19731.63
200611,      337.62,      577.32,      726.78,    12926.35,    15206.87,    20498.34
200612,      346.95,      589.90,      750.43,    13211.61,    15449.05,    20902.07
200701,      347.40,      591.78,      749.98,    13472.71,    15530.25,    21045.96
200702,      351.66,      599.03,      772.93,    13902.38,    15761.78,    21373.13
200703,      351.71,      598.61,      769.93,    13695.11,    15440.13,    20895.79
200704,      356.90,      602.48,      784.83,    13947.68,    15603.58,    21119.79
200705,      366.05,      606.82,      806.29,    14442.35,    16210.45,    22211.73
200706,      374.92,      633.24,      838.49,    14938.37,    16718.20,    23026.43
200707,      370.33,      659.61,      802.28,    13205.02,    17922.35,    21801.08
200708,      349.75,      612.17,      746.31,    12753.99,    17286.40,    21356.73
200709,      351.52,      628.92,      740.60,    12833.13,    17562.46,    21685.60
200710,      357.70,      632.90,      744.56,    13425.42,    18262.56,    22586.10
200711,      366.40,      642.77,      748.13,    13599.54,    18639.79,    23366.71
200712,      333.30,      607.59,      693.17,    12940.49,    17807.58,    22584.41
200801,      331.89,      599.09,      688.67,    12743.05,    17451.43,    22716.02
200802,      304.30,      560.47,      650.05,    11953.46,    16365.81,    21390.31
200803,      292.26,      543.30,      630.85,    11718.16,    15554.22,    20997.24
200804,      288.80,      548.59,      630.13,    11660.05,    15343.58,    20936.26
200805,      298.88,      566.19,      659.91,    12159.68,    16059.64,    21947.66
200806,      313.43,      589.74,      708.64,    12499.25,    16139.25,    22428.79
200807,      265.78,      459.77,      593.42,    10025.41,    15043.64,    19056.21
200808,      276.04,      478.08,      598.97,     9815.47,    15085.25,    18755.85
200809,      289.00,      501.31,      629.09,     9784.55,    15406.33,    19094.46
200810,      261.57,      465.16,      567.97,     8463.76,    14027.16,    17560.96
200811,      205.33,      377.73,      441.59,     6662.79,    11631.58,    14858.83
200812,      177.87,      334.31,      387.08,     5724.98,    10729.25,    14105.72
200901,      187.21,      349.44,      406.80,     5802.63,    10801.58,    14337.13
200902,      170.20,      304.00,      367.09,     5399.96,     9676.54,    13455.86
200903,      150.92,      267.63,      329.79,     4790.31,     8633.99,    11894.15
200904,      169.55,      292.57,      363.51,     5326.62,     9396.19,    12781.96
200905,      197.19,      343.12,      437.33,     5935.46,    10425.79,    13679.92
200906,      208.21,      347.37,      451.99,     6307.63,    10898.90,    14429.97
200907,      199.36,      379.22,      397.37,     8241.29,    10444.32,    13912.30
200908,      219.18,      415.02,      439.05,     8859.83,    11400.76,    14714.70
200909,      227.94,      429.31,      456.37,     9559.17,    11677.57,    14954.37
200910,      241.80,      452.09,      502.11,     9870.10,    12096.49,    15491.14
200911,      220.90,      427.67,      474.27,     9134.73,    11776.16,    15485.42
200912,      227.79,      438.10,      485.27,     9488.77,    12488.39,    16396.40
201001,      246.61,      471.81,      529.60,     9617.60,    12941.00,    16676.44
201002,      240.72,      456.77,      511.53,     9463.91,    12437.86,    15967.70
201003,      254.81,      477.51,      535.63,     9844.92,    12793.55,    16576.40
201004,      277.04,      513.85,      581.43,    10541.75,    13640.61,    17461.12
201005,      297.01,      540.48,      623.52,    10583.52,    13864.90,    17738.57
201006,      272.22,      498.75,      585.05,     9722.62,    12832.18,    16249.38
201007,      250.38,      446.25,      465.28,     7568.75,    12303.05,    15847.30
201008,      266.91,      477.54,      492.90,     8025.18,    13190.72,    16914.45
201009,      245.43,      442.23,      451.66,     7610.99,    12525.76,    16252.16
201010,      278.24,      495.02,      507.99,     8339.46,    13697.47,    17807.78
201011,      288.26,      519.01,      528.04,     8580.27,    14169.83,    18627.73
201012,      297.32,      543.73,      550.82,     8627.66,    14031.10,    18751.89
201101,      328.90,      581.26,      585.11,     9402.07,    15104.26,    19677.03
201102,      328.90,      584.73,      583.85,     9661.92,    15596.64,    19996.60
201103,      350.08,      615.98,      611.20,    10060.43,    16283.79,    20548.46
201104,      358.95,      636.36,      638.32,     9896.00,    16372.80,    20653.65
201105,      367.13,      649.95,      648.83,    10124.02,    16854.51,    21357.00
201106,      358.09,      634.16,      642.05,     9897.54,    16716.62,    21262.33
201107,      358.33,      625.76,      631.41,     9597.45,    15271.33,    21078.82
201108,      341.85,      601.93,      611.00,     9141.75,    14857.01,    20838.72
201109,      304.59,      553.98,      556.74,     8344.58,    13996.28,    19867.08
201110,      268.99,      493.68,      492.94,     7475.16,    12977.45,    18628.60
201111,      312.50,      565.72,      567.53,     8576.16,    14353.35,    20709.94
201112,      307.66,      568.50,      562.42,     8398.49,    14366.67,    20731.37
201201,      310.28,      572.04,      563.41,     8248.91,    14581.69,    20890.90
201202,      334.97,      608.85,      601.02,     8869.98,    15140.50,    22065.80
201203,      345.72,      623.60,      625.04,     9365.38,    15803.69,    22990.41
201204,      355.26,      640.10,      641.69,     9616.95,    16327.91,    23643.02
201205,      347.04,      630.94,      638.86,     9418.72,    16205.21,    23507.45
201206,      323.43,      592.41,      605.77,     8593.16,    15270.00,    22068.56
201207,      325.80,      556.22,      616.66,     9688.46,    14722.50,    21117.21
201208,      317.46,      555.85,      602.67,     9709.27,    14959.17,    21341.31
201209,      330.05,      576.43,      620.30,    10167.00,    15276.78,    21738.37
201210,      342.78,      596.39,      641.08,    10590.39,    15745.30,    22154.19
201211,      335.87,      589.72,      625.48,    10677.79,    15438.66,    21682.59
201212,      336.38,      592.87,      634.42,    10755.87,    15627.37,    21682.33
201301,      347.22,      609.39,      656.84,    11168.21,    15839.51,    21569.53
201302,      366.14,      643.19,      704.52,    12059.58,    16796.28,    22428.09
201303,      372.87,      647.77,      708.73,    12273.97,    17008.66,    22638.96
201304,      390.66,      675.07,      748.25,    12827.63,    17641.38,    23452.14
201305,      388.75,      670.20,      743.10,    13075.55,    17866.47,    23929.70
201306,      411.47,      702.97,      783.00,    13758.85,    18284.04,    24377.66
201307,      402.00,      707.97,      745.73,    13270.13,    17976.08,    22576.89
201308,      433.71,      762.99,      796.15,    14266.25,    18935.95,    23640.47
201309,      423.11,      735.73,      778.98,    13837.98,    18341.92,    23107.69
201310,      447.79,      778.45,      826.47,    14464.14,    18962.15,    23788.63
201311,      450.96,      814.18,      862.01,    14875.33,    19781.76,    24896.73
201312,      469.80,      850.40,      891.41,    15273.02,    20340.25,    25753.22
201401,      481.33,      858.84,      913.41,    15763.46,    20847.22,    26520.10
201402,      481.21,      827.02,      870.73,    15415.08,    20295.77,    25255.12
201403,      506.82,      864.00,      904.51,    16044.51,    21198.75,    26357.56
201404,      495.74,      873.81,      914.13,    16060.43,    21359.43,    26503.63
201405,      467.65,      846.08,      898.31,    15872.47,    21260.48,    26948.62
201406,      467.89,      852.73,      895.86,    16100.02,    21669.15,    27495.57
201407,      508.62,      823.58,      944.79,    15460.71,    23160.03,    24401.75
201408,      478.16,      773.32,      889.77,    15104.72,    22630.35,    24299.96
201409,      503.56,      799.62,      941.38,    15980.57,    23441.17,    25305.89
201410,      474.79,      756.22,      905.29,    15738.30,    23094.12,    24803.30
201411,      504.24,      811.00,      940.15,    16020.18,    23614.63,    25388.32
201412,      505.62,      803.36,      954.43,    16399.61,    24023.15,    26309.34
201501,      517.37,      821.24,      973.55,    16426.27,    24190.45,    25941.93
201502,      498.04,      771.65,      939.40,    15761.04,    23407.26,    25350.63
201503,      533.65,      823.46,      999.19,    16982.09,    24543.22,    26881.74
201504,      541.63,      841.23,     1016.28,    16812.29,    24321.55,    26381.12
201505,      528.50,      826.17,      995.47,    16994.71,    24418.94,    26749.53
201506,      549.25,      834.23,     1009.20,    17412.86,    24783.07,    26922.50
201507,      478.33,      800.65,      970.13,    14778.41,    23112.57,    24894.84
201508,      463.62,      780.72,      941.26,    15170.97,    23692.35,    25188.01
201509,      435.22,      743.40,      887.27,    14173.53,    22187.31,    23668.42
201510,      403.10,      712.12,      834.61,    13646.78,    21564.22,    23079.19
201511,      425.39,      751.17,      890.27,    14648.19,    23384.09,    24865.01
201512,      452.00,      774.20,      900.66,    14815.98,    23520.56,    24785.82
201601,      432.15,      733.28,      853.80,    14271.07,    23256.67,    24126.07
201602,      382.40,      685.85,      771.91,    13133.80,    21990.25,    22903.31
201603,      377.14,      699.48,      787.37,    12906.68,    21900.81,    23138.13
201604,      405.18,      755.28,      849.57,    13862.38,    23450.15,    24780.02
201605,      417.97,      775.56,      869.87,    14311.28,    23909.89,    24415.95
201606,      425.97,      786.46,      874.39,    14679.84,    24285.25,    24754.38
201607,      399.24,      736.89,      852.27,    18837.29,    22048.91,    24119.41
201608,      423.23,      777.48,      914.10,    19310.70,    22979.14,    25218.64
201609,      434.74,      791.20,      925.89,    19742.37,    22938.55,    25228.97
201610,      453.04,      796.16,      924.91,    19787.95,    22921.07,    25391.49
201611,      411.78,      770.95,      877.05,    19452.13,    22739.74,    24776.01
201612,      454.65,      873.32,      985.64,    20761.06,    23801.54,    25669.02
201701,      455.08,      907.89,     1010.93,    21170.55,    24313.99,    26072.58
201702,      459.65,      901.97,     1011.21,    21230.33,    24883.69,    26761.19
201703,      468.74,      908.43,     1018.97,    21538.09,    25924.20,    27851.55
201704,      471.76,      903.61,     1024.90,    21353.07,    25836.73,    28135.21
201705,      473.93,      917.25,     1054.00,    21294.06,    26204.17,    28560.89
201706,      465.95,      897.47,     1023.30,    21000.67,    26486.42,    29273.35
201707,      488.47,      833.05,     1037.07,    19253.33,    23974.08,    29691.16
201708,      491.68,      842.00,     1034.86,    19717.03,    24428.65,    30290.70
201709,      488.62,      822.82,     1004.32,    19418.81,    24536.79,    30368.14
201710,      522.76,      888.83,     1081.32,    20308.99,    25160.94,    30954.71
201711,      523.04,      894.19,     1116.46,    20760.57,    25891.28,    31772.43
201712,      526.09,      928.09,     1171.52,    21235.92,    26433.39,    33145.00
201801,      527.75,      916.06,     1196.97,    21600.63,    26572.49,    33617.08
201802,      543.76,      934.54,     1219.99,    22824.12,    28011.02,    35793.43
201803,      530.97,      889.75,     1180.17,    21797.07,    27088.56,    34791.82


  For portfolios formed in June of year t
  Value Weight Average of BE/ME Calculated for June of t to June of t+1 as: 
  Sum[ME(Mth) * BE(Fiscal Year t-1) / ME(Dec t-1)] / Sum[ME(Mth)]
  Where Mth is a month from June of t to June of t+1
  and BE(Fiscal Year t-1) is adjusted for net stock issuance to Dec t-1
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
196307,   1.5120,   0.8160,   0.5607,   1.0308,   0.5690,   0.3330
196308,   1.5033,   0.8192,   0.5622,   1.0272,   0.5693,   0.3325
196309,   1.5036,   0.8215,   0.5638,   1.0318,   0.5697,   0.3334
196310,   1.5192,   0.8190,   0.5642,   1.0306,   0.5701,   0.3323
196311,   1.5325,   0.8154,   0.5710,   1.0327,   0.5713,   0.3309
196312,   1.5317,   0.8173,   0.5752,   1.0356,   0.5701,   0.3307
196401,   1.5337,   0.8190,   0.5743,   1.0391,   0.5697,   0.3286
196402,   1.5361,   0.8228,   0.5772,   1.0395,   0.5691,   0.3273
196403,   1.5357,   0.8262,   0.5828,   1.0438,   0.5706,   0.3289
196404,   1.5399,   0.8288,   0.5970,   1.0464,   0.5728,   0.3301
196405,   1.5437,   0.8262,   0.5967,   1.0396,   0.5724,   0.3312
196406,   1.5383,   0.8293,   0.6041,   1.0475,   0.5727,   0.3296
196407,   1.4247,   0.7951,   0.4393,   0.8955,   0.5404,   0.3067
196408,   1.4172,   0.7973,   0.4415,   0.8953,   0.5407,   0.3080
196409,   1.4096,   0.7960,   0.4408,   0.8952,   0.5412,   0.3095
196410,   1.4081,   0.7949,   0.4438,   0.8971,   0.5429,   0.3110
196411,   1.4226,   0.7984,   0.4450,   0.8994,   0.5417,   0.3125
196412,   1.4283,   0.8014,   0.4451,   0.8959,   0.5397,   0.3114
196501,   1.4214,   0.7989,   0.4414,   0.8908,   0.5380,   0.3105
196502,   1.4139,   0.8008,   0.4425,   0.8960,   0.5393,   0.3073
196503,   1.4115,   0.8013,   0.4430,   0.8954,   0.5398,   0.3067
196504,   1.4108,   0.8023,   0.4408,   0.8972,   0.5402,   0.3078
196505,   1.4094,   0.8051,   0.4440,   0.8984,   0.5395,   0.3080
196506,   1.4084,   0.8064,   0.4436,   0.8974,   0.5383,   0.3060
196507,   1.2591,   0.7842,   0.4426,   0.7168,   0.5139,   0.2727
196508,   1.2647,   0.7862,   0.4432,   0.7188,   0.5151,   0.2721
196509,   1.2609,   0.7849,   0.4405,   0.7202,   0.5158,   0.2721
196510,   1.2515,   0.7824,   0.4407,   0.7206,   0.5149,   0.2727
196511,   1.2483,   0.7841,   0.4417,   0.7285,   0.5181,   0.2733
196512,   1.2442,   0.7847,   0.4439,   0.7301,   0.5164,   0.2744
196601,   1.2465,   0.7862,   0.4435,   0.7320,   0.5175,   0.2740
196602,   1.2431,   0.7868,   0.4454,   0.7378,   0.5210,   0.2753
196603,   1.2323,   0.7901,   0.4425,   0.7372,   0.5234,   0.2755
196604,   1.2234,   0.7886,   0.4429,   0.7392,   0.5221,   0.2744
196605,   1.2183,   0.7882,   0.4416,   0.7395,   0.5211,   0.2735
196606,   1.2276,   0.7884,   0.4404,   0.7384,   0.5196,   0.2716
196607,   1.0280,   0.6451,   0.3773,   0.6984,   0.5224,   0.2560
196608,   1.0298,   0.6460,   0.3774,   0.6998,   0.5231,   0.2562
196609,   1.0385,   0.6466,   0.3797,   0.6988,   0.5239,   0.2560
196610,   1.0374,   0.6485,   0.3813,   0.6985,   0.5231,   0.2566
196611,   1.0458,   0.6503,   0.3831,   0.6955,   0.5249,   0.2559
196612,   1.0389,   0.6461,   0.3797,   0.6924,   0.5216,   0.2512
196701,   1.0305,   0.6440,   0.3767,   0.6922,   0.5237,   0.2521
196702,   1.0189,   0.6435,   0.3754,   0.6970,   0.5253,   0.2545
196703,   1.0252,   0.6443,   0.3743,   0.6960,   0.5243,   0.2517
196704,   1.0113,   0.6421,   0.3734,   0.7006,   0.5247,   0.2529
196705,   1.0110,   0.6431,   0.3706,   0.7027,   0.5222,   0.2514
196706,   1.0046,   0.6419,   0.3721,   0.7023,   0.5225,   0.2517
196707,   1.1886,   0.8517,   0.5083,   0.8366,   0.6332,   0.2923
196708,   1.1947,   0.8602,   0.5094,   0.8366,   0.6332,   0.2952
196709,   1.1994,   0.8597,   0.5117,   0.8400,   0.6336,   0.2952
196710,   1.1951,   0.8584,   0.5077,   0.8313,   0.6359,   0.2937
196711,   1.1873,   0.8472,   0.5046,   0.8283,   0.6347,   0.2882
196712,   1.1781,   0.8459,   0.5045,   0.8248,   0.6328,   0.2852
196801,   1.1772,   0.8414,   0.5015,   0.8285,   0.6342,   0.2856
196802,   1.1757,   0.8508,   0.5082,   0.8401,   0.6353,   0.2903
196803,   1.1853,   0.8574,   0.5114,   0.8363,   0.6353,   0.2908
196804,   1.1884,   0.8584,   0.5104,   0.8331,   0.6349,   0.2870
196805,   1.1807,   0.8565,   0.5088,   0.8386,   0.6365,   0.2854
196806,   1.1713,   0.8511,   0.5098,   0.8424,   0.6349,   0.2830
196807,   0.8003,   0.5708,   0.3123,   0.7880,   0.5631,   0.2336
