This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and OP.

The portfolios are constructed at the end of June.  OP is operating profits (sales - cost
of goods sold - selling, general and administrative expenses - interest expense) divided by book
at the last fiscal year end of the prior calendar year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
200706,   0.5464,   0.4420,   0.3141,   0.5512,   0.4004,   0.2702
200707,   0.5258,   0.4297,   0.2760,   0.6108,   0.3995,   0.2473
200708,   0.5185,   0.4257,   0.2731,   0.6039,   0.3949,   0.2466
200709,   0.5121,   0.4250,   0.2692,   0.6008,   0.3932,   0.2462
200710,   0.5036,   0.4222,   0.2665,   0.6003,   0.3904,   0.2471
200711,   0.4965,   0.4192,   0.2663,   0.5961,   0.3833,   0.2465
200712,   0.4935,   0.4185,   0.2659,   0.5935,   0.3815,   0.2460
200801,   0.4908,   0.4181,   0.2657,   0.5928,   0.3776,   0.2480
200802,   0.5003,   0.4257,   0.2741,   0.6000,   0.3859,   0.2489
200803,   0.5012,   0.4232,   0.2759,   0.5918,   0.3807,   0.2502
200804,   0.5052,   0.4230,   0.2773,   0.5942,   0.3771,   0.2489
200805,   0.5017,   0.4230,   0.2759,   0.5908,   0.3768,   0.2518
200806,   0.4973,   0.4197,   0.2746,   0.5854,   0.3713,   0.2519
200807,   0.9185,   0.6930,   0.3926,   0.7448,   0.4919,   0.2744
200808,   0.9534,   0.7192,   0.3948,   0.7520,   0.5059,   0.2745
200809,   1.0474,   0.7408,   0.3983,   0.7539,   0.4961,   0.2754
200810,   0.9980,   0.7443,   0.4003,   0.7234,   0.5171,   0.2766
200811,   1.0022,   0.7717,   0.3956,   0.7342,   0.5050,   0.2780
200812,   0.9487,   0.7478,   0.3943,   0.7199,   0.4954,   0.2798
200901,   0.9587,   0.7539,   0.3968,   0.6773,   0.4944,   0.2797
200902,   0.8975,   0.7183,   0.3937,   0.6460,   0.4720,   0.2752
200903,   0.8521,   0.6863,   0.3906,   0.6219,   0.4605,   0.2755
200904,   0.8690,   0.6869,   0.3953,   0.6295,   0.4638,   0.2753
200905,   0.8824,   0.6980,   0.4011,   0.6398,   0.4747,   0.2777
200906,   0.8987,   0.6987,   0.4033,   0.6369,   0.4788,   0.2775
200907,   1.0545,   0.7957,   0.5231,   1.0042,   0.5811,   0.3362
200908,   1.0651,   0.8144,   0.5400,   1.0165,   0.5806,   0.3384
200909,   1.1323,   0.8389,   0.5575,   1.0699,   0.5839,   0.3395
200910,   1.1451,   0.8438,   0.5733,   1.0570,   0.5911,   0.3396
200911,   1.1216,   0.8409,   0.5741,   1.0568,   0.5853,   0.3396
200912,   1.1316,   0.8455,   0.5800,   1.0605,   0.5838,   0.3387
201001,   1.1467,   0.8502,   0.5861,   1.0394,   0.5853,   0.3393
201002,   1.1665,   0.8496,   0.5958,   1.0558,   0.5898,   0.3372
201003,   1.1774,   0.8556,   0.6021,   1.0586,   0.5892,   0.3373
201004,   1.1959,   0.8636,   0.5941,   1.0711,   0.5904,   0.3385
201005,   1.2216,   0.8781,   0.6073,   1.0836,   0.5948,   0.3406
201006,   1.1965,   0.8672,   0.5941,   1.0770,   0.5911,   0.3390
201007,   0.8479,   0.6978,   0.4221,   0.8926,   0.6504,   0.3320
201008,   0.8495,   0.7016,   0.4293,   0.8986,   0.6487,   0.3335
201009,   0.8440,   0.6965,   0.4333,   0.8861,   0.6487,   0.3313
201010,   0.8332,   0.6977,   0.4305,   0.8860,   0.6456,   0.3297
201011,   0.8308,   0.6970,   0.4346,   0.8852,   0.6379,   0.3298
201012,   0.8237,   0.6978,   0.4311,   0.8778,   0.6369,   0.3300
201101,   0.8258,   0.7020,   0.4348,   0.8966,   0.6427,   0.3325
201102,   0.8248,   0.7053,   0.4310,   0.8928,   0.6441,   0.3335
201103,   0.8258,   0.7062,   0.4310,   0.8870,   0.6466,   0.3327
201104,   0.8182,   0.7061,   0.4254,   0.8868,   0.6463,   0.3321
201105,   0.8087,   0.7007,   0.4226,   0.8840,   0.6427,   0.3296
201106,   0.7993,   0.6953,   0.4186,   0.8780,   0.6418,   0.3275
201107,   0.7194,   0.5260,   0.3503,   0.8273,   0.5315,   0.2977
201108,   0.7213,   0.5294,   0.3485,   0.8256,   0.5266,   0.2956
201109,   0.7177,   0.5279,   0.3472,   0.8182,   0.5223,   0.2933
201110,   0.7142,   0.5294,   0.3481,   0.8080,   0.5177,   0.2902
201111,   0.7086,   0.5247,   0.3460,   0.8116,   0.5180,   0.2922
201112,   0.7081,   0.5264,   0.3435,   0.8033,   0.5146,   0.2903
201201,   0.7126,   0.5302,   0.3448,   0.8106,   0.5185,   0.2916
201202,   0.7119,   0.5285,   0.3419,   0.8188,   0.5193,   0.2904
201203,   0.7101,   0.5275,   0.3421,   0.8228,   0.5213,   0.2890
201204,   0.7133,   0.5277,   0.3413,   0.8264,   0.5251,   0.2891
201205,   0.7126,   0.5253,   0.3431,   0.8233,   0.5212,   0.2874
201206,   0.7113,   0.5240,   0.3474,   0.8108,   0.5238,   0.2842
201207,   0.8062,   0.6550,   0.4109,   0.9586,   0.5677,   0.2841
201208,   0.8099,   0.6537,   0.4050,   0.9537,   0.5641,   0.2833
201209,   0.8083,   0.6554,   0.4059,   0.9613,   0.5668,   0.2829
201210,   0.8121,   0.6605,   0.4097,   0.9678,   0.5696,   0.2842
201211,   0.8230,   0.6649,   0.4154,   0.9897,   0.5757,   0.2859
201212,   0.8056,   0.6677,   0.4128,   0.9710,   0.5731,   0.2846
201301,   0.8153,   0.6719,   0.4169,   0.9907,   0.5826,   0.2882
201302,   0.8150,   0.6728,   0.4163,   0.9972,   0.5804,   0.2907
201303,   0.8164,   0.6713,   0.4157,   0.9936,   0.5794,   0.2909
201304,   0.8198,   0.6705,   0.4165,   0.9932,   0.5804,   0.2912
201305,   0.8202,   0.6779,   0.4229,   0.9978,   0.5816,   0.2907
201306,   0.8226,   0.6813,   0.4245,   1.0138,   0.5883,   0.2930
201307,   0.6464,   0.5618,   0.3450,   0.8261,   0.4613,   0.2753
201308,   0.6450,   0.5625,   0.3475,   0.8246,   0.4608,   0.2754
201309,   0.6433,   0.5609,   0.3458,   0.8162,   0.4596,   0.2751
201310,   0.6403,   0.5616,   0.3423,   0.8094,   0.4565,   0.2731
201311,   0.6512,   0.5620,   0.3455,   0.8175,   0.4557,   0.2734
201312,   0.6465,   0.5613,   0.3423,   0.8295,   0.4558,   0.2728
201401,   0.6443,   0.5639,   0.3429,   0.8213,   0.4555,   0.2738
201402,   0.6271,   0.5663,   0.3428,   0.8110,   0.4543,   0.2726
201403,   0.6254,   0.5655,   0.3440,   0.8030,   0.4531,   0.2715
201404,   0.6363,   0.5681,   0.3499,   0.8184,   0.4590,   0.2741
201405,   0.6473,   0.5701,   0.3534,   0.8215,   0.4599,   0.2756
201406,   0.6411,   0.5694,   0.3550,   0.8159,   0.4589,   0.2750
201407,   0.5606,   0.4868,   0.2883,   0.6368,   0.4232,   0.2354
201408,   0.5617,   0.4899,   0.2881,   0.6418,   0.4234,   0.2364
201409,   0.5598,   0.4881,   0.2878,   0.6397,   0.4230,   0.2348
201410,   0.5536,   0.4848,   0.2856,   0.6412,   0.4229,   0.2337
201411,   0.5456,   0.4845,   0.2859,   0.6418,   0.4224,   0.2319
201412,   0.5429,   0.4820,   0.2858,   0.6421,   0.4194,   0.2317
201501,   0.5420,   0.4821,   0.2887,   0.6470,   0.4227,   0.2317
201502,   0.5354,   0.4836,   0.2870,   0.6352,   0.4170,   0.2294
201503,   0.5331,   0.4825,   0.2847,   0.6342,   0.4189,   0.2292
201504,   0.5298,   0.4808,   0.2845,   0.6334,   0.4189,   0.2286
201505,   0.5356,   0.4831,   0.2853,   0.6387,   0.4203,   0.2292
201506,   0.5250,   0.4814,   0.2839,   0.6379,   0.4202,   0.2275
201507,   0.5791,   0.5550,   0.2979,   0.6253,   0.4371,   0.2011
201508,   0.5597,   0.5404,   0.2863,   0.6233,   0.4308,   0.1980
201509,   0.5844,   0.5434,   0.2920,   0.6248,   0.4317,   0.1975
201510,   0.5840,   0.5360,   0.2874,   0.6229,   0.4313,   0.1964
201511,   0.5852,   0.5388,   0.2889,   0.6220,   0.4294,   0.1965
201512,   0.5709,   0.5396,   0.2876,   0.6243,   0.4302,   0.1964
201601,   0.5630,   0.5327,   0.2808,   0.6194,   0.4276,   0.1943
201602,   0.5860,   0.5303,   0.2789,   0.6226,   0.4272,   0.1939
201603,   0.5953,   0.5289,   0.2777,   0.6208,   0.4265,   0.1932
201604,   0.5995,   0.5330,   0.2827,   0.6238,   0.4293,   0.1946
201605,   0.5988,   0.5427,   0.2841,   0.6278,   0.4313,   0.1963
201606,   0.5877,   0.5405,   0.2822,   0.6260,   0.4287,   0.1960
201607,   0.6910,   0.5964,   0.3780,   0.6364,   0.4477,   0.1923
201608,   0.6882,   0.5991,   0.3822,   0.6381,   0.4490,   0.1932
201609,   0.7062,   0.6004,   0.3918,   0.6489,   0.4554,   0.1948
201610,   0.6999,   0.6010,   0.3967,   0.6477,   0.4533,   0.1956
201611,   0.7172,   0.6037,   0.3904,   0.6568,   0.4584,   0.1959
201612,   0.7333,   0.6016,   0.3910,   0.6773,   0.4759,   0.1990
201701,   0.7473,   0.6069,   0.3893,   0.6820,   0.4805,   0.1990
201702,   0.7407,   0.6053,   0.3888,   0.6747,   0.4792,   0.1983
201703,   0.7339,   0.6046,   0.3907,   0.6794,   0.4808,   0.1983
201704,   0.7265,   0.5996,   0.3912,   0.6741,   0.4744,   0.1978
201705,   0.7219,   0.5972,   0.3876,   0.6691,   0.4707,   0.1972
201706,   0.7034,   0.5895,   0.3834,   0.6643,   0.4631,   0.1960
201707,   0.5985,   0.4925,   0.3100,   0.6187,   0.3876,   0.1684
201708,   0.5974,   0.4921,   0.3054,   0.6196,   0.3857,   0.1682
201709,   0.5869,   0.4885,   0.3044,   0.6127,   0.3830,   0.1675
201710,   0.5906,   0.4901,   0.3045,   0.6195,   0.3851,   0.1677
201711,   0.5946,   0.4879,   0.3022,   0.6183,   0.3833,   0.1668
201712,   0.5986,   0.4893,   0.2977,   0.6187,   0.3852,   0.1675
201801,   0.6002,   0.4896,   0.2979,   0.6197,   0.3875,   0.1677
201802,   0.5976,   0.4861,   0.3013,   0.6136,   0.3859,   0.1652
201803,   0.5840,   0.4892,   0.3019,   0.6116,   0.3862,   0.1630


  For portfolios formed in June of year t
  Value Weight Average of OP Calculated as: 
  Sum[ME(Mth) * OP(fiscal year t-1) / BE(fiscal year t-1)] / Sum[ME(Mth)] 
  Where Mth is a month from June of t to June of t+1
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
196307,  -0.1139,   0.2546,   0.6946,   0.1379,   0.2499,   0.4388
196308,  -0.1556,   0.2544,   0.6925,   0.1377,   0.2497,   0.4399
196309,  -0.1420,   0.2541,   0.6899,   0.1372,   0.2499,   0.4399
196310,  -0.1165,   0.2541,   0.6934,   0.1374,   0.2498,   0.4404
196311,  -0.1055,   0.2538,   0.6892,   0.1386,   0.2498,   0.4419
196312,  -0.0693,   0.2538,   0.6780,   0.1380,   0.2498,   0.4401
196401,  -0.0578,   0.2537,   0.6749,   0.1384,   0.2497,   0.4389
196402,  -0.0839,   0.2537,   0.6813,   0.1390,   0.2492,   0.4395
196403,  -0.1072,   0.2533,   0.6725,   0.1391,   0.2492,   0.4401
196404,  -0.1055,   0.2533,   0.6760,   0.1401,   0.2492,   0.4394
196405,  -0.0859,   0.2528,   0.6790,   0.1401,   0.2489,   0.4405
196406,  -0.0608,   0.2526,   0.6812,   0.1403,   0.2488,   0.4435
196407,   0.1129,   0.2505,   0.5446,   0.1575,   0.2463,   0.4405
196408,   0.1129,   0.2503,   0.5511,   0.1576,   0.2465,   0.4402
196409,   0.1140,   0.2508,   0.5599,   0.1577,   0.2466,   0.4404
196410,   0.1130,   0.2503,   0.5676,   0.1579,   0.2465,   0.4399
196411,   0.1124,   0.2503,   0.5574,   0.1576,   0.2462,   0.4392
196412,   0.1124,   0.2503,   0.5632,   0.1581,   0.2463,   0.4373
196501,   0.1133,   0.2504,   0.5657,   0.1582,   0.2465,   0.4373
196502,   0.1131,   0.2504,   0.5620,   0.1577,   0.2470,   0.4381
196503,   0.1131,   0.2503,   0.5494,   0.1574,   0.2474,   0.4387
196504,   0.1133,   0.2502,   0.5516,   0.1577,   0.2476,   0.4395
196505,   0.1137,   0.2502,   0.5548,   0.1574,   0.2475,   0.4402
196506,   0.1139,   0.2502,   0.5455,   0.1581,   0.2475,   0.4397
196507,   0.1259,   0.2596,   0.5081,   0.1665,   0.2557,   0.4638
196508,   0.1263,   0.2593,   0.5099,   0.1660,   0.2559,   0.4644
196509,   0.1260,   0.2590,   0.5077,   0.1659,   0.2559,   0.4646
196510,   0.1262,   0.2590,   0.5086,   0.1663,   0.2562,   0.4645
196511,   0.1257,   0.2589,   0.5141,   0.1662,   0.2564,   0.4643
196512,   0.1249,   0.2588,   0.5165,   0.1660,   0.2566,   0.4643
196601,   0.1239,   0.2589,   0.5210,   0.1651,   0.2567,   0.4640
196602,   0.1236,   0.2589,   0.5220,   0.1650,   0.2567,   0.4645
196603,   0.1201,   0.2585,   0.5314,   0.1644,   0.2564,   0.4652
196604,   0.1195,   0.2586,   0.5427,   0.1647,   0.2567,   0.4668
196605,   0.1188,   0.2589,   0.5438,   0.1652,   0.2568,   0.4662
196606,   0.1215,   0.2588,   0.5367,   0.1653,   0.2569,   0.4680
196607,   0.1351,   0.2789,   0.6039,   0.1795,   0.2632,   0.4870
196608,   0.1360,   0.2788,   0.6016,   0.1799,   0.2633,   0.4861
196609,   0.1372,   0.2790,   0.5986,   0.1804,   0.2630,   0.4851
196610,   0.1384,   0.2789,   0.5838,   0.1809,   0.2629,   0.4857
196611,   0.1404,   0.2787,   0.5765,   0.1821,   0.2624,   0.4848
196612,   0.1385,   0.2789,   0.5773,   0.1810,   0.2629,   0.4873
196701,   0.1394,   0.2788,   0.6003,   0.1807,   0.2629,   0.4861
196702,   0.1386,   0.2785,   0.5904,   0.1792,   0.2630,   0.4876
196703,   0.1360,   0.2787,   0.5812,   0.1787,   0.2631,   0.4888
196704,   0.1365,   0.2786,   0.5861,   0.1786,   0.2631,   0.4901
196705,   0.1365,   0.2787,   0.5809,   0.1784,   0.2633,   0.4906
196706,   0.1370,   0.2787,   0.5875,   0.1782,   0.2634,   0.4920
196707,   0.1266,   0.2891,   0.4931,   0.1957,   0.2772,   0.4974
196708,   0.1271,   0.2888,   0.4932,   0.1956,   0.2779,   0.4955
196709,   0.1275,   0.2887,   0.4949,   0.1958,   0.2781,   0.4952
196710,   0.1276,   0.2886,   0.4977,   0.1959,   0.2782,   0.4947
196711,   0.1255,   0.2887,   0.5010,   0.1960,   0.2779,   0.4970
196712,   0.1222,   0.2887,   0.5016,   0.1959,   0.2779,   0.4976
196801,   0.1074,   0.2889,   0.5078,   0.1956,   0.2781,   0.4988
196802,   0.1071,   0.2891,   0.5058,   0.1951,   0.2775,   0.4966
196803,   0.1122,   0.2889,   0.5047,   0.1954,   0.2775,   0.4959
196804,   0.1142,   0.2888,   0.5042,   0.1953,   0.2774,   0.4960
196805,   0.1078,   0.2889,   0.5042,   0.1948,   0.2780,   0.4959
196806,   0.0982,   0.2889,   0.5066,   0.1944,   0.2784,   0.4973
196807,   0.1046,   0.2721,   0.4894,   0.1730,   0.2695,   0.4818
196808,   0.1054,   0.2725,   0.4864,   0.1744,   0.2694,   0.4811
196809,   0.1079,   0.2724,   0.4861,   0.1745,   0.2692,   0.4808
196810,   0.1069,   0.2726,   0.4861,   0.1742,   0.2693,   0.4790
196811,   0.1061,   0.2725,   0.4851,   0.1739,   0.2693,   0.4771
196812,   0.1065,   0.2726,   0.4852,   0.1737,   0.2692,   0.4781
196901,   0.1054,   0.2726,   0.4845,   0.1736,   0.2692,   0.4785
196902,   0.1039,   0.2723,   0.4851,   0.1737,   0.2692,   0.4777
196903,   0.1058,   0.2724,   0.4836,   0.1739,   0.2693,   0.4781
196904,   0.1066,   0.2725,   0.4861,   0.1749,   0.2693,   0.4782
196905,   0.1059,   0.2724,   0.4860,   0.1742,   0.2691,   0.4783
196906,   0.1048,   0.2722,   0.4858,   0.1748,   0.2692,   0.4790
196907,   0.0898,   0.2804,   0.5289,   0.1753,   0.2755,   0.6167
196908,   0.0938,   0.2805,   0.5285,   0.1756,   0.2756,   0.6114
196909,   0.0948,   0.2803,   0.5281,   0.1759,   0.2757,   0.6086
196910,   0.0966,   0.2801,   0.5297,   0.1751,   0.2758,   0.6026
196911,   0.0936,   0.2799,   0.5330,   0.1747,   0.2761,   0.6071
196912,   0.0973,   0.2800,   0.5328,   0.1747,   0.2760,   0.6091
197001,   0.1008,   0.2800,   0.5378,   0.1748,   0.2763,   0.6063
197002,   0.1031,   0.2800,   0.5399,   0.1741,   0.2763,   0.5986
197003,   0.1045,   0.2797,   0.5376,   0.1743,   0.2760,   0.5970
197004,   0.1058,   0.2801,   0.5375,   0.1746,   0.2759,   0.5969
197005,   0.1140,   0.2805,   0.5330,   0.1751,   0.2758,   0.5880
197006,   0.1128,   0.2806,   0.5296,   0.1764,   0.2757,   0.5887
197007,   0.1086,   0.2721,   0.5492,   0.1656,   0.2702,   0.5145
197008,   0.1112,   0.2723,   0.5409,   0.1657,   0.2700,   0.5149
197009,   0.1108,   0.2725,   0.5466,   0.1659,   0.2703,   0.5149
197010,   0.1109,   0.2725,   0.5591,   0.1645,   0.2703,   0.5186
197011,   0.1107,   0.2727,   0.5468,   0.1653,   0.2707,   0.5206
197012,   0.1131,   0.2727,   0.5432,   0.1655,   0.2707,   0.5197
197101,   0.1149,   0.2728,   0.5454,   0.1650,   0.2707,   0.5174
197102,   0.1115,   0.2729,   0.5521,   0.1645,   0.2706,   0.5179
197103,   0.1114,   0.2729,   0.5475,   0.1643,   0.2710,   0.5192
197104,   0.1091,   0.2729,   0.5567,   0.1640,   0.2712,   0.5198
197105,   0.1116,   0.2730,   0.5559,   0.1634,   0.2715,   0.5190
197106,   0.1137,   0.2732,   0.5615,   0.1631,   0.2719,   0.5193
197107,   0.0349,   0.2463,   0.6799,   0.1338,   0.2456,   0.4604
197108,   0.0393,   0.2460,   0.6724,   0.1346,   0.2456,   0.4596
197109,   0.0412,   0.2459,   0.6681,   0.1334,   0.2457,   0.4583
197110,   0.0391,   0.2460,   0.6491,   0.1339,   0.2456,   0.4581
197111,   0.0440,   0.2461,   0.6318,   0.1346,   0.2456,   0.4583
197112,   0.0490,   0.2463,   0.6202,   0.1348,   0.2455,   0.4578
197201,   0.0477,   0.2463,   0.6123,   0.1346,   0.2457,   0.4575
197202,   0.0410,   0.2464,   0.6245,   0.1336,   0.2456,   0.4593
197203,   0.0404,   0.2462,   0.6179,   0.1333,   0.2456,   0.4579
197204,   0.0501,   0.2464,   0.6012,   0.1333,   0.2457,   0.4566
197205,   0.0521,   0.2464,   0.5933,   0.1331,   0.2459,   0.4557
197206,   0.0560,   0.2465,   0.6178,   0.1333,   0.2461,   0.4557
197207,   0.0634,   0.2367,   0.4444,   0.1371,   0.2336,   0.4311
197208,   0.0662,   0.2366,   0.4414,   0.1375,   0.2336,   0.4307
197209,   0.0672,   0.2368,   0.4424,   0.1372,   0.2339,   0.4308
197210,   0.0679,   0.2367,   0.4430,   0.1376,   0.2339,   0.4307
197211,   0.0681,   0.2369,   0.4404,   0.1377,   0.2338,   0.4294
197212,   0.0680,   0.2369,   0.4413,   0.1376,   0.2337,   0.4289
197301,   0.0687,   0.2369,   0.4387,   0.1379,   0.2337,   0.4280
197302,   0.0680,   0.2368,   0.4384,   0.1385,   0.2334,   0.4270
197303,   0.0706,   0.2369,   0.4376,   0.1380,   0.2334,   0.4272
197304,   0.0716,   0.2367,   0.4380,   0.1379,   0.2336,   0.4252
197305,   0.0745,   0.2365,   0.4338,   0.1381,   0.2335,   0.4236
197306,   0.0752,   0.2363,   0.4348,   0.1383,   0.2337,   0.4236
197307,   0.0377,   0.2490,   0.5338,   0.1401,   0.2422,   0.4258
197308,   0.0400,   0.2494,   0.5242,   0.1403,   0.2428,   0.4248
197309,   0.0373,   0.2494,   0.5210,   0.1394,   0.2429,   0.4251
197310,   0.0433,   0.2493,   0.5202,   0.1395,   0.2429,   0.4225
197311,   0.0599,   0.2491,   0.5257,   0.1388,   0.2429,   0.4220
197312,   0.0581,   0.2493,   0.5423,   0.1382,   0.2423,   0.4209
197401,   0.0655,   0.2492,   0.5343,   0.1377,   0.2416,   0.4185
197402,   0.0594,   0.2492,   0.5331,   0.1378,   0.2419,   0.4194
197403,   0.0621,   0.2493,   0.5332,   0.1381,   0.2420,   0.4193
197404,   0.0641,   0.2493,   0.5315,   0.1375,   0.2421,   0.4193
197405,   0.0613,   0.2491,   0.5344,   0.1371,   0.2423,   0.4180
197406,   0.0635,   0.2492,   0.5300,   0.1369,   0.2425,   0.4181
197407,   0.1106,   0.2636,   0.4501,   0.1593,   0.2604,   0.4405
197408,   0.1128,   0.2635,   0.4491,   0.1594,   0.2605,   0.4392
197409,   0.1132,   0.2634,   0.4494,   0.1594,   0.2601,   0.4405
197410,   0.1139,   0.2634,   0.4440,   0.1588,   0.2597,   0.4391
197411,   0.1138,   0.2632,   0.4464,   0.1584,   0.2605,   0.4371
197412,   0.1139,   0.2632,   0.4455,   0.1583,   0.2608,   0.4364
197501,   0.1144,   0.2634,   0.4432,   0.1582,   0.2605,   0.4346
197502,   0.1097,   0.2633,   0.4458,   0.1586,   0.2600,   0.4366
197503,   0.1042,   0.2634,   0.4481,   0.1589,   0.2604,   0.4367
197504,   0.0976,   0.2632,   0.4486,   0.1594,   0.2605,   0.4365
197505,   0.0946,   0.2633,   0.4491,   0.1594,   0.2611,   0.4362
197506,   0.0952,   0.2632,   0.4525,   0.1591,   0.2609,   0.4351
197507,   0.0590,   0.2646,   0.5079,   0.1495,   0.2721,   0.4669
197508,   0.0596,   0.2643,   0.5032,   0.1489,   0.2716,   0.4674
197509,   0.0649,   0.2644,   0.5059,   0.1494,   0.2715,   0.4684
197510,   0.0675,   0.2642,   0.5035,   0.1495,   0.2710,   0.4698
197511,   0.0656,   0.2643,   0.5019,   0.1498,   0.2709,   0.4669
197512,   0.0697,   0.2642,   0.4981,   0.1494,   0.2708,   0.4649
197601,   0.0679,   0.2642,   0.4957,   0.1492,   0.2707,   0.4658
197602,   0.0622,   0.2641,   0.4965,   0.1491,   0.2709,   0.4659
197603,   0.0537,   0.2639,   0.5049,   0.1490,   0.2706,   0.4664
197604,   0.0529,   0.2637,   0.5024,   0.1489,   0.2704,   0.4660
197605,   0.0571,   0.2639,   0.5006,   0.1491,   0.2703,   0.4667
197606,   0.0559,   0.2637,   0.4996,   0.1494,   0.2704,   0.4687
197607,   0.0287,   0.2503,   0.4838,   0.1304,   0.2496,   0.4497
197608,   0.0321,   0.2503,   0.4803,   0.1297,   0.2494,   0.4491
197609,   0.0370,   0.2502,   0.4776,   0.1298,   0.2492,   0.4479
197610,   0.0356,   0.2503,   0.4756,   0.1298,   0.2492,   0.4508
197611,   0.0368,   0.2505,   0.4733,   0.1300,   0.2492,   0.4521
197612,   0.0377,   0.2506,   0.4732,   0.1294,   0.2488,   0.4540
197701,   0.0386,   0.2506,   0.4755,   0.1304,   0.2487,   0.4564
197702,   0.0363,   0.2507,   0.4753,   0.1308,   0.2482,   0.4625
197703,   0.0350,   0.2507,   0.4735,   0.1309,   0.2483,   0.4616
197704,   0.0364,   0.2509,   0.4730,   0.1308,   0.2481,   0.4602
197705,   0.0360,   0.2509,   0.4728,   0.1304,   0.2482,   0.4636
197706,   0.0394,   0.2509,   0.4709,   0.1306,   0.2482,   0.4658
197707,   0.0727,   0.2738,   0.5278,   0.1618,   0.2752,   0.4396
197708,   0.0739,   0.2739,   0.5286,   0.1628,   0.2750,   0.4389
197709,   0.0763,   0.2740,   0.5278,   0.1629,   0.2752,   0.4375
197710,   0.0769,   0.2742,   0.5263,   0.1632,   0.2750,   0.4377
197711,   0.0820,   0.2740,   0.5256,   0.1635,   0.2750,   0.4375
197712,   0.0799,   0.2743,   0.5222,   0.1635,   0.2751,   0.4378
197801,   0.0768,   0.2745,   0.5225,   0.1634,   0.2750,   0.4369
197802,   0.0759,   0.2741,   0.5223,   0.1633,   0.2748,   0.4370
197803,   0.0723,   0.2746,   0.5222,   0.1638,   0.2745,   0.4375
197804,   0.0667,   0.2745,   0.5267,   0.1634,   0.2746,   0.4378
197805,   0.0652,   0.2748,   0.5255,   0.1631,   0.2751,   0.4376
197806,   0.0624,   0.2749,   0.5266,   0.1631,   0.2753,   0.4378
197807,   0.0707,   0.2823,   0.4870,   0.1689,   0.2822,   0.4557
197808,   0.0724,   0.2824,   0.4878,   0.1689,   0.2825,   0.4556
197809,   0.0665,   0.2826,   0.4911,   0.1686,   0.2825,   0.4557
197810,   0.0707,   0.2825,   0.4910,   0.1679,   0.2822,   0.4549
197811,   0.0774,   0.2824,   0.4842,   0.1682,   0.2818,   0.4534
197812,   0.0815,   0.2822,   0.4850,   0.1687,   0.2818,   0.4543
197901,   0.0839,   0.2821,   0.4855,   0.1688,   0.2819,   0.4546
197902,   0.0864,   0.2826,   0.4881,   0.1675,   0.2818,   0.4550
197903,   0.0872,   0.2823,   0.4868,   0.1673,   0.2819,   0.4555
197904,   0.0856,   0.2824,   0.4885,   0.1666,   0.2821,   0.4564
197905,   0.0905,   0.2824,   0.4883,   0.1664,   0.2825,   0.4568
197906,   0.0919,   0.2825,   0.4872,   0.1664,   0.2822,   0.4574
197907,   0.1095,   0.2983,   0.5113,   0.1751,   0.2969,   0.4707
197908,   0.1113,   0.2984,   0.5118,   0.1752,   0.2971,   0.4698
197909,   0.1077,   0.2985,   0.5134,   0.1753,   0.2976,   0.4697
197910,   0.1096,   0.2985,   0.5110,   0.1757,   0.2978,   0.4696
197911,   0.1113,   0.2983,   0.5061,   0.1762,   0.2977,   0.4694
197912,   0.1098,   0.2983,   0.5102,   0.1770,   0.2976,   0.4713
198001,   0.1064,   0.2979,   0.5132,   0.1768,   0.2978,   0.4716
198002,   0.1050,   0.2978,   0.5250,   0.1772,   0.2985,   0.4732
198003,   0.1045,   0.2974,   0.5271,   0.1784,   0.2984,   0.4731
198004,   0.1111,   0.2973,   0.5266,   0.1787,   0.2980,   0.4708
198005,   0.1147,   0.2976,   0.5263,   0.1792,   0.2975,   0.4701
198006,   0.1171,   0.2976,   0.5222,   0.1790,   0.2976,   0.4701
198007,   0.0488,   0.2971,   0.5059,   0.1663,   0.2983,   1.5446
198008,   0.0496,   0.2971,   0.5042,   0.1683,   0.2988,   1.5467
198009,   0.0540,   0.2972,   0.5069,   0.1681,   0.2987,   1.5090
198010,   0.0555,   0.2975,   0.5077,   0.1689,   0.2993,   1.4233
198011,   0.0516,   0.2974,   0.5060,   0.1701,   0.2998,   1.4879
198012,   0.0425,   0.2973,   0.5088,   0.1711,   0.3013,   1.6732
198101,   0.0469,   0.2971,   0.5061,   0.1718,   0.3009,   1.5998
198102,   0.0455,   0.2967,   0.5045,   0.1707,   0.2999,   1.5956
198103,   0.0536,   0.2967,   0.5033,   0.1710,   0.3004,   1.4962
198104,   0.0599,   0.2970,   0.5043,   0.1707,   0.3001,   1.4277
198105,   0.0619,   0.2971,   0.5033,   0.1707,   0.2994,   1.4248
198106,   0.0579,   0.2971,   0.5048,   0.1707,   0.2989,   1.4288
198107,  -0.9129,   0.2667,   0.5128,   0.1402,   0.2720,   0.4514
