This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199103,   7.0743,   4.4187,   7.8053,   1.9925,   2.7027,   3.2393
199104,   0.5368,   1.0978,   0.1244,   1.3337,  -0.2449,   0.4500
199105,   4.0750,   3.8124,   4.5134,   1.3597,   3.8988,   5.7743
199106,  -5.2345,  -2.5491,  -5.1770,  -3.7234,  -4.4173,  -5.0381
199107,   3.0536,   2.3700,   4.7331,   4.4012,   4.1779,   5.5940
199108,   3.9771,   3.1245,   4.2093,   3.0658,   1.7491,   3.5472
199109,   0.3029,   0.0697,   1.1811,  -0.7493,  -0.8939,  -1.9308
199110,   2.3524,   1.6220,   3.3843,   1.7398,   1.7252,   1.2772
199111,  -4.1716,  -3.9400,  -5.2351,  -3.2821,  -4.9708,  -2.2114
199112,   7.2651,   7.5787,   9.1985,   9.8813,   9.2700,  14.0456
199201,  11.6275,   7.7050,   6.9832,   0.6366,  -2.2028,  -1.1763
199202,   4.3341,   3.1692,   2.1382,   2.6237,   1.2444,   0.6646
199203,  -1.5392,  -1.1697,  -4.9680,  -1.7961,  -1.8531,  -2.4562
199204,  -2.8466,  -1.3773,  -5.0812,   2.6165,   4.0721,   0.4726
199205,   1.2424,   1.2970,  -0.0631,   0.3361,   0.6032,   0.7852
199206,  -4.4078,  -2.6806,  -5.3863,  -1.3442,  -1.0480,  -2.4926
199207,   2.6111,   3.6977,   3.0381,   3.3368,   4.0694,   4.5477
199208,  -4.5547,  -2.1491,  -2.9589,  -3.4775,  -1.7687,  -1.9341
199209,   1.4776,   1.4910,   1.9619,   1.1770,   0.8656,   1.8847
199210,   2.5858,   2.5723,   3.6583,   1.9777,  -0.7619,   2.6748
199211,   7.1884,   7.0564,   8.9286,   3.4208,   2.7487,   5.1347
199212,   4.4925,   3.6477,   2.6195,   1.6157,   1.2964,   1.8512
199301,   5.1047,   3.7706,   2.3856,   3.1709,   0.6805,   0.0891
199302,  -0.7758,  -0.0415,  -4.5510,   2.8230,   2.5149,  -1.5875
199303,   3.0331,   3.1779,   1.9540,   2.8670,   2.5845,   2.1652
199304,  -2.9178,  -3.0782,  -2.8540,  -1.3035,  -1.9383,  -4.1923
199305,   4.9646,   2.6758,   5.8690,   2.7483,   2.0765,   3.8846
199306,   1.6888,   1.3080,   0.2108,   0.5947,   1.0719,  -0.3388
199307,   1.8139,   1.6299,   0.1244,   0.4721,   0.5469,  -1.8626
199308,   4.2907,   3.5588,   4.5398,   4.1391,   3.5278,   3.9581
199309,   2.6052,   1.9644,   3.3534,   0.4833,  -0.8707,  -0.0518
199310,   3.9685,   2.2913,   3.0917,   1.8081,   1.4141,   1.4192
199311,  -3.2093,  -2.7467,  -2.9409,  -1.9110,  -1.8284,  -0.2585
199312,   2.8711,   3.1539,   3.2996,   1.4449,   1.8407,   1.6682
199401,   4.5438,   2.1469,   2.8618,   4.2419,   2.5977,   2.9484
199402,  -0.3220,  -0.3633,  -0.1872,  -3.4180,  -3.1199,  -1.5034
199403,  -4.7094,  -4.3419,  -6.5964,  -4.1328,  -3.9241,  -4.7600
199404,   0.1153,   0.6378,  -0.4951,   1.9957,   1.4423,   0.3752
199405,  -0.9426,  -0.8661,  -2.1964,   1.8147,   0.8118,   1.6135
199406,  -2.3074,  -2.0123,  -4.6815,  -2.8738,  -1.6331,  -3.5282
199407,   2.1198,   1.6527,   1.4933,   3.4485,   2.9220,   3.7980
199408,   5.0988,   4.3260,   6.8492,   4.0668,   3.6235,   5.1863
199409,   0.6809,   0.1767,  -0.1085,  -2.0234,  -1.8260,  -3.1389
199410,  -0.4001,  -0.1887,  -0.0162,   1.6568,   1.9709,   2.5478
199411,  -3.6219,  -3.6981,  -3.6181,  -4.4319,  -3.1200,  -3.5241
199412,   1.4916,   1.8826,   1.0769,   1.3412,   1.4473,   1.1467
199501,  -0.4559,  -0.4066,  -0.4966,   1.4455,   2.7931,   3.1666
199502,   2.9108,   3.6147,   4.0664,   4.7887,   3.6017,   4.2853
199503,   1.6270,   1.3409,   2.9213,   4.1672,   2.1066,   2.4761
199504,   2.8230,   3.0471,   1.6044,   2.9915,   2.7707,   2.1836
199505,   1.9791,   1.8569,   1.1773,   3.5176,   3.6346,   4.1536
199506,   5.9719,   3.8018,   6.6177,   0.8850,   1.8592,   5.0925
199507,   5.7574,   4.5274,   7.2222,   3.3861,   3.0375,   5.3693
199508,   4.4463,   2.7849,   1.8629,   1.1770,   0.7209,   0.5341
199509,   2.5805,   1.9018,   1.6181,   3.7813,   4.3176,   4.0479
199510,  -5.6636,  -3.9231,  -5.8264,  -0.9606,  -0.2093,  -0.7200
199511,   3.5413,   2.7872,   3.6960,   5.0372,   5.6406,   2.5522
199512,   3.4983,   2.2760,   1.4687,   2.9277,   2.4825,  -1.0008
199601,   2.0717,   0.3637,  -0.6916,   4.2937,   2.9348,   2.3133
199602,   2.5881,   2.8592,   4.3294,   1.0879,   0.9094,   2.8841
199603,   1.2031,   2.5956,   2.9880,   0.7418,   1.0854,   0.8889
199604,   5.7743,   4.0330,   8.0586,   1.4220,   0.6457,   3.5695
199605,   6.9829,   4.0919,   5.1462,   1.2589,   2.1934,   3.5063
199606,  -4.1602,  -2.8113,  -4.6230,   0.6217,   0.4602,  -1.1510
199607,  -8.5046,  -5.8138, -11.7124,  -4.0676,  -4.5036,  -6.0733
199608,   4.4751,   4.8198,   6.5761,   1.3959,   2.5956,   4.1492
199609,   3.2862,   3.1566,   4.1953,   3.9449,   4.8985,   7.3964
199610,  -0.7458,  -0.0055,  -3.8598,   3.0288,   2.8867,   0.2139
199611,   2.8788,   4.0031,   3.0043,   6.6672,   7.0580,   8.0170
199612,   2.0531,   2.1097,   1.2517,  -0.2396,  -1.6269,  -2.4503
199701,   4.3485,   2.8745,   3.6093,   5.1756,   5.5142,   6.4479
199702,  -0.1693,  -0.4840,  -4.6707,   1.0089,   1.3939,  -1.2937
199703,  -4.3734,  -2.9691,  -6.6621,  -3.8859,  -4.3861,  -4.9490
199704,  -1.7781,   0.3929,  -1.8747,   3.6216,   6.3143,   5.5327
199705,  10.1625,   9.2732,  13.8237,   5.7373,   5.8941,   7.8807
199706,   4.8692,   5.8996,   4.7605,   4.2864,   4.7100,   3.3188
199707,   4.8186,   5.5035,   5.3623,   6.4277,   6.8995,  10.8419
199708,   3.5905,   3.0490,   3.6304,  -4.2815,  -5.0703,  -4.1828
199709,   7.6981,   7.4947,   9.3285,   5.4614,   5.3566,   5.6448
199710,  -2.9111,  -2.4783,  -5.6001,  -3.3094,  -2.4808,  -4.4022
199711,  -1.0020,   0.3148,  -3.3192,   4.8002,   4.1663,   3.7365
199712,  -0.7029,   1.8046,  -0.7418,   3.6066,   2.6346,  -0.2236
199801,   0.3093,  -1.2241,  -1.0866,  -0.2652,   0.1950,   2.8373
199802,   6.3545,   7.4179,   8.2689,   5.4569,   7.7344,   8.4286
199803,   5.3418,   3.7305,   5.2393,   3.8250,   6.0361,   4.8983
199804,   2.2987,   1.7165,   0.7407,   0.1143,   1.1863,   2.1219
199805,  -4.1376,  -3.6987,  -6.6845,  -1.0914,  -1.4519,  -3.7002
199806,  -0.3312,  -0.1165,   1.2210,   2.0948,   3.3880,   6.4531
199807,  -6.9484,  -6.3371,  -8.2221,  -1.6284,  -1.6236,  -1.2411
199808, -18.8382, -16.7801, -24.3744, -11.4310, -15.2966, -17.5852
199809,   4.1242,   4.9020,   7.8485,   7.1421,   4.5519,   9.1987
199810,   3.6168,   3.6672,   4.0983,   7.1980,   9.1191,   6.1798
199811,   7.8139,   5.4905,   8.2250,   6.4757,   5.2173,   8.3600
199812,   4.1708,   3.6639,   6.1648,   4.0596,   6.6529,   8.7653
199901,   2.8018,  -0.4440,   5.3682,  -0.9314,   1.9468,  10.2671
199902,  -6.9536,  -6.4106, -10.0165,  -2.2394,  -1.2403,  -7.3532
199903,  -0.1069,  -1.0328,   2.4928,   4.4791,   2.9720,   4.6510
199904,   8.9808,   7.8755,  10.9987,   6.2562,   3.6788,   2.3891
199905,   3.2462,   3.6458,  -0.7582,  -0.8151,  -1.5204,  -3.4925
199906,   6.6508,   6.8297,   7.1073,   2.2636,   4.5047,   8.5858
199907,   0.9691,  -0.7924,  -2.5723,  -2.5563,  -1.9831,  -5.3583
199908,  -2.2548,  -2.4743,  -4.9568,  -2.6235,   0.1136,  -0.7771
199909,  -0.2602,  -0.6979,   0.0543,  -3.6818,  -2.7518,  -1.9636
199910,   1.8792,  -1.3769,  -0.2765,   4.7224,   6.0277,   9.3352
199911,  10.8344,   4.8869,  10.4515,   0.6623,   2.6863,   4.0313
199912,  14.5045,   8.0816,  14.7835,   1.1617,   6.0850,  11.0855
200001,   4.6594,  -1.6849,  -1.3692,  -2.0070,  -4.7891,  -5.5914
200002,  28.5521,  15.2054,  18.3930,  -4.6296,  -1.3045,   5.1264
200003, -12.0327,  -5.7603,  -6.1488,  10.7820,   8.6030,   8.2767
200004, -10.6772,  -3.4669, -14.4335,  -1.9892,  -0.4057,  -8.7916
200005,  -8.9797,  -3.5366,  -7.2925,  -2.0448,  -0.8754,  -5.6298
200006,  16.1612,   9.0725,  13.9875,  -0.4092,   1.6671,   7.4927
200007,  -2.8531,  -0.1701,  -4.7016,   0.8784,  -1.0323,  -3.2836
200008,   9.5703,   5.2408,   5.5993,   7.1130,   5.1677,   9.8307
200009,  -1.9132,  -1.9662,  -5.9704,  -0.2220,  -0.5757,  -8.9618
200010,  -5.6883,  -1.3488,  -8.0660,   2.1854,   0.3305,  -4.7791
200011, -11.2220,  -4.0413, -13.8916,  -1.9829,  -3.9810, -16.3227
200012,   6.4408,   7.4441,   4.6585,   6.8582,   4.2741,  -2.7860
200101,   7.5563,   6.1199,  11.7362,  -1.9370,   1.0589,   6.9787
200102,  -5.3171,  -1.8880,  -8.6741,  -1.4658,  -4.0466, -17.2363
200103,  -3.9970,  -0.8675,  -6.4827,  -4.3248,  -5.0654,  -9.7314
200104,   6.9866,   5.8907,   8.5123,   5.1366,   6.1492,  11.4952
200105,   5.9881,   4.2895,   5.1704,   2.7644,   1.7539,  -0.7968
200106,   3.8188,   5.0232,   5.3008,  -2.7687,  -2.7750,  -0.6344
200107,  -3.8917,  -0.9724,  -8.4389,  -1.6020,   0.2891,  -3.0854
200108,  -1.3283,  -0.9636,  -7.2051,  -2.4917,  -3.4674,  -9.6707
200109, -14.6065, -10.6932, -17.9846,  -7.7096,  -6.0380, -10.8722
200110,   5.5209,   3.4044,  10.7459,   0.2268,   1.1135,   4.1749
200111,   7.6694,   6.3509,  10.1707,   8.4208,   6.2087,   9.1928
200112,   5.6956,   6.3397,   7.7800,   2.1032,   1.8832,   0.5679
200201,   0.9198,   1.7504,  -3.3004,   0.1446,  -1.2563,  -1.3191
200202,  -0.8601,  -0.6418,  -6.7563,  -0.4794,   0.5987,  -4.8355
200203,   9.1943,   8.4367,   8.6915,   5.5248,   2.8310,   4.8276
200204,   2.1593,   4.4930,  -2.2346,  -2.1175,  -3.7048,  -8.5168
200205,  -3.4578,  -2.6065,  -6.0151,   0.3154,  -0.4489,  -1.9637
200206,  -3.9468,  -1.6744,  -6.6279,  -5.3260,  -7.3829,  -7.7512
200207, -16.2757, -12.0795, -15.7572,  -8.0013,  -7.2183,  -7.0835
200208,  -1.1814,   0.3239,   0.1664,  -1.1882,   1.8258,   0.6932
200209,  -9.6204,  -6.3351,  -7.3880, -12.4343,  -9.8749, -10.1082
200210,   4.9742,   2.8582,   4.4575,   9.7994,   7.4718,   8.4796
200211,  13.9862,   6.9432,  10.2639,  10.1111,   5.5076,   3.5923
200212,  -7.5663,  -4.1444,  -6.3053,  -7.6000,  -4.5908,  -5.6757
200301,  -1.9070,  -1.8350,  -2.4188,  -2.0717,  -2.7765,  -3.1813
200302,  -3.4271,  -3.2211,  -2.9121,  -1.9014,  -2.2518,  -1.3234
200303,   1.4990,   1.6651,   0.3863,  -0.2738,   0.6845,   2.2183
200304,  11.5350,   9.6551,   9.6602,   8.9434,   7.2952,   8.5418
200305,  14.5909,   9.1567,  12.1053,   8.5401,   5.4982,   4.5899
200306,   3.0546,   2.7923,   2.8366,   0.6053,   1.5228,   1.4746
200307,   9.5891,   5.8830,   6.0007,   2.1231,   1.9853,   1.8371
200308,   6.3092,   4.2752,   5.2292,   4.3865,   2.4434,   1.0063
200309,   0.1865,  -1.1810,  -2.2652,  -2.3406,  -1.3014,  -0.5016
200310,   9.9724,   8.2439,   8.7931,   7.6209,   5.7466,   5.4525
200311,   4.6186,   3.7820,   2.9029,   2.5564,   1.2685,   0.7318
200312,   2.2470,   2.5708,   1.6467,   5.8453,   4.3165,   4.5316
200401,   8.9118,   3.2176,   2.8558,   3.0214,   1.1525,   2.4424
200402,  -0.8244,   1.2176,   1.3351,   1.2110,   1.7070,   1.7206
200403,  -0.3179,   0.4639,   1.3414,  -1.9100,  -1.1880,  -1.5645
200404,  -6.8265,  -3.2682,  -2.8746,  -2.5073,  -1.7892,  -0.8134
200405,   0.6981,   1.4786,   0.9842,   1.9829,   0.7783,   1.7807
200406,   3.6298,   4.5478,   4.4435,   1.7914,   1.5360,   1.8139
200407,  -9.0603,  -4.9152,  -7.1843,  -4.8612,  -3.2341,  -3.5145
200408,  -1.8523,  -0.8924,  -0.6506,  -1.0164,   0.2844,   0.8131
200409,   3.7198,   4.5994,   6.0655,   0.1415,   1.5024,   1.6209
200410,   1.2396,   2.4255,   1.9938,   2.4785,   1.6589,   0.8998
200411,   9.0464,   8.1749,   8.6925,   3.8584,   4.2633,   4.6079
200412,   4.8695,   2.6189,   3.5770,   3.2654,   3.7555,   3.5077
200501,  -4.9434,  -3.4628,  -3.4965,  -3.9499,  -1.7528,  -2.6283
200502,   2.0223,   1.7362,   1.5953,   1.7061,   2.2564,   2.2762
200503,  -3.2053,  -2.0271,  -3.6219,  -0.6316,  -1.2675,  -2.3926
200504,  -7.2479,  -5.2352,  -5.8801,  -1.9572,  -2.3021,  -1.5775
200505,   6.9204,   6.3024,   6.2753,   3.9688,   3.0525,   4.0594
200506,   3.6713,   3.1458,   4.4379,   0.2276,   0.2882,   0.5265
200507,   6.2683,   6.2911,   7.2770,   2.9433,   4.2673,   3.8955
200508,  -0.9330,  -1.3754,  -1.8370,  -0.8516,  -0.9202,  -0.8395
200509,   0.7879,   0.0933,   0.8958,   0.5456,   0.3801,   1.5785
200510,  -3.6493,  -2.2815,  -3.3907,  -2.7562,  -1.9823,  -0.4985
200511,   4.4791,   4.1025,   5.2724,   3.6265,   2.8201,   5.1784
200512,   0.2708,  -0.2410,  -0.4425,  -0.0900,  -0.0106,   0.1957
200601,   8.5375,   7.7997,   9.8792,   2.8367,   2.8676,   2.5514
200602,   1.2883,  -0.6017,  -1.1136,   0.9767,   0.4368,  -0.6828
200603,   4.6412,   4.8774,   5.1465,   1.3181,   1.1747,   1.8632
200604,   0.1416,   0.5684,   0.5684,   1.1835,   1.1544,   1.1579
200605,  -6.1734,  -4.5006,  -6.4450,  -2.1350,  -1.3780,  -4.4828
200606,  -0.5016,   0.0326,  -0.1319,   0.3753,  -0.0240,   0.2415
200607,  -3.5403,  -2.5128,  -5.0464,  -0.4644,   0.9504,  -0.8152
200608,   3.3179,   2.8849,   2.3937,   4.1894,   2.2983,   0.8102
200609,   1.1131,   1.2855,   0.4275,   3.1718,   1.7500,   2.7715
200610,   6.0937,   4.6145,   5.8756,   3.4157,   3.5128,   3.1538
200611,   3.0680,   2.4077,   3.1480,   1.3257,   1.8823,   2.9955
200612,   1.0769,   1.3694,  -0.1029,   2.3922,   1.7595,  -0.5285
200701,   3.0050,   1.2802,   1.6457,   1.3846,   1.7845,   2.2782
200702,  -0.1030,  -0.4994,  -0.1671,  -2.6335,  -1.6037,  -1.0745
200703,   1.5969,   1.2257,   1.0468,   0.4503,   0.8836,   2.2164
200704,   2.5494,   1.4985,   2.6061,   5.3149,   4.2356,   3.2327
200705,   3.3148,   3.8188,   4.4825,   2.9862,   3.3574,   4.4201
200706,  -1.0358,  -0.3916,  -1.4475,  -1.4055,  -2.2476,  -1.1284
200707,  -7.0002,  -6.5104,  -5.3421,  -3.5049,  -2.6006,  -3.0810
200708,   0.0179,   1.8246,   1.1553,   1.6864,   1.1061,   1.6547
200709,  -0.2479,  -0.0061,   3.3804,   1.9029,   4.1811,   4.6222
200710,   1.9320,   1.4432,   2.9047,   2.7242,   1.8890,   1.9472
200711,  -8.2153,  -6.9627,  -7.3661,  -4.6266,  -3.3614,  -4.8127
200712,  -0.8149,  -1.0935,  -0.0302,  -1.2167,  -0.9113,   0.1703
200801,  -5.1628,  -4.9964,  -8.7778,  -5.9053,  -5.1276,  -6.7001
200802,  -4.8423,  -3.4239,  -3.1619,  -4.0272,  -1.8232,  -3.5602
200803,   0.2700,   0.6586,  -1.2860,  -1.4069,  -0.1649,  -0.7849
200804,   3.3273,   3.0744,   4.3711,   2.6505,   4.2802,   6.7200
200805,   4.4153,   4.7209,   5.6076,   2.9550,   0.9566,   1.6818
200806,  -7.8408,  -9.6684,  -6.6312,  -8.3119,  -8.2397,  -8.6811
200807,   4.4154,   4.6400,   1.4091,  -1.1200,  -1.5567,  -0.2472
200808,   3.6966,   4.7610,   4.7760,   2.9046,   1.4072,   0.2032
200809,  -8.0191,  -6.1775, -10.9681,  -8.8916,  -8.8245,  -9.5410
200810, -21.1653, -18.7151, -22.4987, -15.4381, -16.0370, -17.8500
200811, -12.8210, -11.0373, -13.1776,  -5.5594,  -5.2632, -10.6399
200812,   3.4148,   4.1887,   6.4892,   1.5376,   1.6151,   1.2306
200901, -11.0062, -11.6176, -10.1811,  -8.7835,  -7.8913,  -7.1631
200902, -12.3728, -11.2692, -11.6254,  -9.2745, -11.4968,  -7.7452
200903,  10.0537,   9.8944,  10.5597,   7.3484,   7.5831,  11.3382
200904,  19.5163,  15.3424,  16.7995,   9.0619,   7.7632,  11.4476
200905,   2.6412,   1.8081,   4.9556,   5.0823,   4.0256,   7.0323
200906,   1.8018,   2.2750,   3.4562,   1.4725,  -0.3331,   0.1288
200907,  13.2526,  10.1110,   8.0700,   8.3528,   7.3913,   7.1136
200908,   7.6918,   3.3512,   2.3768,   4.1400,   2.9574,   3.0733
200909,   8.5614,   4.9174,   6.2356,   3.2967,   3.4597,   4.8669
200910,  -9.6909,  -6.3141,  -6.6254,  -1.9080,  -2.1869,  -1.6311
200911,   3.0189,   2.5752,   2.5898,   5.1734,   6.5338,   5.2889
200912,  10.0833,   8.2059,   7.4610,   1.0957,   1.7721,   3.8714
201001,  -2.7349,  -3.2821,  -3.3728,  -4.6362,  -1.7580,  -4.8877
201002,   6.5175,   4.6111,   3.9941,   3.6964,   2.9188,   3.4099
201003,   9.7200,   8.0449,   6.9171,   6.9518,   5.3827,   6.3445
201004,   8.0368,   6.5122,   5.1044,   2.2728,   0.9714,   1.7965
201005,  -9.7791,  -6.7206,  -7.6534,  -7.2080,  -7.2756,  -8.8898
201006,  -9.6694,  -8.4776,  -6.7468,  -6.8617,  -3.3947,  -6.7039
201007,   8.0432,   8.1070,   5.0022,   7.1992,   7.6248,   6.2639
201008,  -8.9676,  -6.8172,  -7.8479,  -5.7088,  -5.1239,  -3.4325
201009,  14.7497,  11.7017,  12.3119,   8.3510,   8.8720,   9.8123
201010,   4.3776,   3.2905,   4.8721,   3.5633,   4.1831,   3.5120
201011,   4.9818,   4.0407,   2.8796,   0.6943,   1.0881,  -0.4642
201012,  10.2524,   8.2560,   6.8824,   8.6444,   6.9128,   5.5812
201101,   0.7551,  -0.6890,   0.0903,   2.2582,   3.0492,   1.5421
201102,   6.5024,   5.0090,   4.5595,   3.2974,   3.4224,   3.3644
201103,   2.6495,   3.0277,   2.6367,   0.0298,   0.6031,   0.0495
201104,   1.6348,   1.9287,   3.3805,   2.9574,   3.2278,   2.8732
201105,  -3.2916,  -1.8075,  -1.5161,  -1.8616,  -1.4551,  -0.6575
201106,  -2.9834,  -0.9550,  -1.5696,  -2.9806,  -1.4787,  -1.4702
201107,  -4.0594,  -3.8862,  -4.0374,  -4.1109,  -2.7928,  -0.4885
201108, -10.7531,  -8.1842,  -9.5498,  -5.0966,  -5.7288,  -5.8795
201109, -12.1700, -10.6861, -11.1778,  -5.7933,  -7.8911,  -7.2556
201110,  14.9143,  15.7475,  14.4581,   9.3256,  11.5308,  11.5241
201111,  -0.0528,  -0.0091,  -2.1283,   0.3436,   0.0095,  -0.6355
201112,   1.0963,   0.4176,  -0.2938,   2.7954,   1.1558,  -0.6018
201201,   7.8010,   6.0748,   7.6127,   2.8439,   4.8883,   5.8303
201202,   3.7964,   2.9470,   2.3791,   3.9295,   3.8638,   5.4574
201203,   3.5563,   2.6060,   2.3668,   3.3160,   3.2627,   2.9286
201204,  -1.3029,  -1.3731,  -1.8080,   0.1128,  -1.2726,  -0.7000
201205,  -6.5931,  -5.3860,  -7.4415,  -3.5929,  -6.0348,  -7.4866
201206,   5.4929,   4.0013,   5.5907,   4.3162,   3.7771,   3.5403
201207,  -2.2651,  -0.7215,  -2.5246,   1.0631,   0.9239,   1.0860
201208,   3.5870,   2.8435,   3.4837,   2.4977,   1.4378,   4.0901
201209,   4.0399,   4.0471,   3.0912,   3.9225,   2.8175,   1.6298
201210,  -2.0650,  -0.9902,  -2.9841,  -0.3336,  -0.7950,  -3.9436
201211,   1.9614,   0.7194,   0.2087,   1.1319,   0.3380,   1.0889
201212,   3.5882,   3.4244,   3.0971,   1.7865,   0.8910,   0.5345
201301,   6.7846,   5.9925,   6.4626,   6.7664,   5.8586,   4.0971
201302,   0.8279,   1.4907,   0.9314,   1.6784,   1.6038,   0.6545
201303,   4.9870,   4.8310,   4.5342,   4.8694,   4.4378,   2.6264
201304,   0.1014,  -0.4325,  -0.9233,   1.6821,   1.6361,   1.8223
201305,   5.4415,   4.6112,   5.8487,   2.4151,   2.1422,   3.5415
201306,  -0.2811,   0.1705,   0.3331,  -1.6776,  -0.7442,  -2.1629
201307,   8.9845,   7.0385,   6.6646,   4.9428,   5.2890,   6.1859
201308,  -3.5820,  -3.5737,  -1.5980,  -3.1249,  -3.9381,  -0.7810
201309,   5.9063,   5.7351,   7.0435,   2.8771,   3.2521,   4.3284
201310,   2.7313,   3.3019,   1.3950,   4.9664,   3.8713,   4.4852
201311,   4.7189,   4.4466,   3.9811,   2.6905,   2.9443,   3.2462
201312,   2.6710,   1.7518,   2.4171,   2.8518,   2.4361,   2.9702
201401,  -2.3656,  -3.5770,  -1.9204,  -4.8415,  -3.3174,  -2.5807
201402,   4.9426,   3.7649,   5.3092,   4.5309,   4.3464,   5.0480
201403,  -0.5588,   0.9987,  -1.9715,   1.0166,   2.1362,  -1.3712
201404,  -4.5407,  -2.9648,  -4.7993,   1.3669,   0.4987,  -0.4362
201405,   0.0186,   1.0690,  -0.1985,   1.1499,   1.6513,   3.5325
201406,   5.5955,   3.9865,   7.2601,   1.2029,   1.8111,   3.4374
201407,  -4.6664,  -5.7846,  -7.4418,  -2.3962,  -1.9107,  -0.5798
201408,   4.6236,   4.2810,   5.0005,   3.9985,   3.8472,   4.9143
201409,  -6.3015,  -5.1273,  -5.1661,  -1.5230,  -1.7068,  -1.6066
201410,   4.8384,   6.5783,   5.8057,   2.7842,   2.0264,   2.0962
201411,   0.3264,   0.6045,   0.1568,   3.4231,   2.1024,   3.1840
201412,   2.3768,   2.9302,   3.1120,   0.6141,   0.2826,  -1.9079
201501,  -4.4483,  -4.6042,  -3.6724,  -4.0704,  -3.4401,  -1.4941
201502,   5.8229,   5.6932,   7.7067,   6.0270,   5.2833,   7.5255
201503,   1.1071,   1.6300,   2.0249,  -1.4690,  -1.4535,  -1.3201
201504,  -2.6254,  -2.0086,  -2.0546,   0.7384,   0.6814,   1.2539
201505,   1.8423,   1.5718,   3.4472,   1.4315,   1.1576,   1.2179
201506,  -0.1344,   0.8060,   2.1741,  -2.1813,  -1.7115,  -1.4912
201507,  -5.1079,  -2.2846,  -1.8254,   1.1478,   1.7782,   3.0952
201508,  -4.8139,  -5.0566,  -7.2427,  -5.9217,  -6.1547,  -5.9923
201509,  -8.4614,  -3.2776,  -6.8432,  -2.8045,  -2.4269,  -3.3888
201510,   6.0942,   6.2096,   5.0744,   9.2716,   6.3820,   9.4148
201511,   3.2680,   3.8085,   4.4800,   0.2444,   0.0435,   1.1705
201512,  -5.8676,  -4.8971,  -5.1713,  -1.7956,  -1.6789,  -2.7400
201601,  -9.2749,  -7.4191, -12.0221,  -4.5776,  -4.9207,  -7.8550
201602,   1.1109,   0.6786,  -0.2140,   0.6270,   0.6704,  -2.2781
201603,   8.9533,   7.3503,   8.3124,   7.0587,   6.3599,   7.7242
201604,   3.4111,   1.7067,   2.3381,   1.2769,   1.5452,  -1.5294
201605,  -0.1113,   1.7349,   1.5154,   0.5998,   1.3657,   4.1449
201606,  -0.7955,   0.3870,  -0.0173,   1.5937,   0.2511,  -3.0482
201607,   6.3840,   5.4469,   6.9726,   3.2454,   2.9268,   5.1879
201608,   2.5740,   1.9662,   2.9105,  -0.0083,   0.5649,   0.3639
201609,   2.8523,   1.5154,   1.9756,   0.2002,  -0.6622,   1.1470
201610,  -6.6743,  -3.6256,  -6.6573,  -1.6889,  -1.3890,  -2.1055
201611,  13.7127,  12.7346,  10.5417,   6.1389,   5.4380,   1.9741
201612,   0.9017,   3.5638,   2.0806,   1.7472,   2.4150,   1.0767
201701,   1.8888,  -0.6225,   0.7513,   0.9649,   1.0908,   3.9888
201702,  -0.4334,   1.5866,   2.5572,   3.4418,   3.9344,   3.9391
201703,   0.2948,   0.6981,   0.5836,  -0.5516,  -0.2664,   1.1500
201704,   0.2810,   1.8254,   1.2121,   0.0812,   0.7716,   2.2524
201705,  -3.0860,  -2.1359,  -2.0030,  -0.2098,   1.3141,   2.3837
201706,   3.1129,   2.6409,   4.9391,   1.5372,   0.9560,  -0.1729
201707,   0.7229,   0.1696,   0.8777,   2.7616,   1.0182,   2.8940
201708,  -2.8248,  -1.4973,  -1.2234,  -1.1885,  -0.6178,   2.0982
201709,   8.3164,   6.7631,   7.7385,   3.4629,   3.2218,   0.7658
201710,  -1.2739,   0.3829,   1.0381,   0.3808,   1.1794,   4.7168
201711,   1.9027,   3.2007,   3.3512,   3.7711,   4.1159,   2.2496
201712,   1.7848,  -0.6154,  -0.0115,   2.0537,   1.4547,   0.6129
201801,   3.5447,   1.9284,   2.6714,   4.9778,   4.6016,   7.6776
201802,  -3.5266,  -3.7475,  -3.2595,  -6.0001,  -4.2759,  -1.7685
201803,   0.4580,   1.0630,   1.5969,  -1.5813,  -2.3531,  -2.8463


  Average Equal Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
196307,  -0.5503,  -1.2996,   0.2813,  -1.3811,  -0.3659,  -0.9445
196308,   4.3089,   2.9984,   3.0685,   6.1633,   5.3411,   6.3205
196309,  -0.6329,  -1.2181,  -1.2994,  -2.2120,  -1.6518,  -2.3417
196310,   1.4798,   0.6911,   1.4032,   2.6844,   1.3896,   2.3089
196311,  -2.0371,  -1.5425,  -2.9752,  -0.8184,  -0.9172,  -0.4499
196312,  -1.5518,  -0.4103,  -0.9347,   1.5269,   1.9678,   0.3045
196401,   6.2718,   3.6605,   3.4435,   2.3044,   1.4373,   0.2764
